Z?hler;Haushaltsjahr;Bkz;Kapitel;Titel;Unterkonto;Kennbuchstabe;Funktion;Ansatz;ResteVorjahre;Zugang/Abgang;Fortgeschriebenes Soll;VerfÅgungsbeschr?nkung;VerfÅgbares Soll;Anordnungssoll;Festlegung;Gebildete Reste;VerfÅgbare Mittel;Ist
2340;2016;40;4042;23603;112;E03;265;0;0;0;0;0;0;309,87;0;0;0;309,87
2341;2016;40;4042;23603;116;E03;265;0;0;0;0;0;0;281,72;0;0;0;281,72
2342;2016;40;4042;23603;117;E03;265;0;0;0;0;0;0;187,51;0;0;0;187,51
2343;2016;40;4042;23603;118;E03;265;0;0;0;0;0;0;872,44;0;0;0;872,44
2344;2016;40;4042;28110;###;E03;265;450000;0;0;450.000,00;0;0;57.850,42;0;0;0;45.488,84
2345;2016;40;4042;28110;0;E03;265;450000;0;0;450.000,00;0;0;19.984,44;0;0;0;9.852,93
2346;2016;40;4042;28110;101;E03;265;0;0;0;0;0;0;14.139,94;0;0;0;11.814,94
2347;2016;40;4042;28110;104;E03;265;0;0;0;0;0;0;4.654,47;0;0;0;4.749,40
2348;2016;40;4042;28110;106;E03;265;0;0;0;0;0;0;4.131,50;0;0;0;4.131,50
2349;2016;40;4042;28110;107;E03;265;0;0;0;0;0;0;3.933,80;0;0;0;3.933,80
2350;2016;40;4042;28110;108;E03;265;0;0;0;0;0;0;301;0;0;0;301
2351;2016;40;4042;28110;109;E03;265;0;0;0;0;0;0;2.215,00;0;0;0;2.215,00
2352;2016;40;4042;28110;112;E03;265;0;0;0;0;0;0;394;0;0;0;394
2353;2016;40;4042;28110;116;E03;265;0;0;0;0;0;0;1.555,40;0;0;0;1.555,40
2354;2016;40;4042;28110;117;E03;265;0;0;0;0;0;0;1.088,00;0;0;0;1.088,00
2355;2016;40;4042;28110;118;E03;265;0;0;0;0;0;0;5.452,87;0;0;0;5.452,87
2356;2016;40;4042;28111;###;E03;265;2400000;0;0;2.400.000,00;0;0;1.054.944,62;0;0;0;228.379,97
2357;2016;40;4042;28111;0;E03;265;2400000;0;0;2.400.000,00;0;0;523.079,58;0;0;0;1.495,60
2358;2016;40;4042;28111;100;E03;265;0;0;0;0;0;0;273.240,71;0;0;0;127.238,35
2359;2016;40;4042;28111;101;E03;265;0;0;0;0;0;0;23.544,23;0;0;0;7.040,81
2360;2016;40;4042;28111;102;E03;265;0;0;0;0;0;0;143.226,10;0;0;0;696,92
2361;2016;40;4042;28111;103;E03;265;0;0;0;0;0;0;190;0;0;0;190
2362;2016;40;4042;28111;104;E03;265;0;0;0;0;0;0;8.216,53;0;0;0;8.216,53
2363;2016;40;4042;28111;105;E03;265;0;0;0;0;0;0;10.370,43;0;0;0;10.370,43
2364;2016;40;4042;28111;106;E03;265;0;0;0;0;0;0;5.943,28;0;0;0;5.943,28
2365;2016;40;4042;28111;107;E03;265;0;0;0;0;0;0;9.305,51;0;0;0;9.305,51
2366;2016;40;4042;28111;108;E03;265;0;0;0;0;0;0;24.268,26;0;0;0;24.268,26
2367;2016;40;4042;28111;109;E03;265;0;0;0;0;0;0;1.619,97;0;0;0;1.619,97
2368;2016;40;4042;28111;112;E03;265;0;0;0;0;0;0;1.986,50;0;0;0;1.986,50
2369;2016;40;4042;28111;116;E03;265;0;0;0;0;0;0;11.910,22;0;0;0;11.910,22
2370;2016;40;4042;28111;117;E03;265;0;0;0;0;0;0;5.900,45;0;0;0;5.954,74
2371;2016;40;4042;28111;118;E03;265;0;0;0;0;0;0;12.142,85;0;0;0;12.142,85
2372;2016;40;4042;67104;###;T;265;22400000;0;0;22.400.000,00;0;22.400.000,00;2.944.793,92;2.944.793,92;0;19.455.206,08;1.727.469,58
2373;2016;40;4042;67104;0;T;265;22400000;0;0;22.400.000,00;0;22.400.000,00;0;0;0;22.400.000,00;0
2374;2016;40;4042;67104;180;T;265;0;0;0;0;0;0;1.840.325,49;1.840.325,49;0;-1.840.325,49;1.054.162,85
2375;2016;40;4042;67104;181;T;265;0;0;0;0;0;0;279.756,08;279.756,08;0;-279.756,08;184.919,85
2376;2016;40;4042;67104;182;T;265;0;0;0;0;0;0;595.456,26;595.456,26;0;-595.456,26;373.122,10
2377;2016;40;4042;67104;183;T;265;0;0;0;0;0;0;223.326,42;223.326,42;0;-223.326,42;109.877,10
2378;2016;40;4042;67104;184;T;265;0;0;0;0;0;0;5.929,67;5.929,67;0;-5.929,67;5.387,68
2379;2016;40;4042;67130;###;T;265;1000000;0;0;1.000.000,00;0;1.000.000,00;121.094,62;121.094,62;0;878.905,38;61.369,97
2380;2016;40;4042;67130;0;T;265;1000000;0;0;1.000.000,00;0;1.000.000,00;0;0;0;1.000.000,00;0
2381;2016;40;4042;67130;110;T;265;0;0;0;0;0;0;78.537,94;78.537,94;0;-78.537,94;36.835,70
2382;2016;40;4042;67130;122;T;265;0;0;0;0;0;0;13.253,60;13.253,60;0;-13.253,60;4.894,42
2383;2016;40;4042;67130;123;T;265;0;0;0;0;0;0;29.303,08;29.303,08;0;-29.303,08;19.639,85
2384;2016;40;4042;67142;###;T;265;5600000;0;0;5.600.000,00;0;5.600.000,00;923.449,73;923.449,73;0;4.676.550,27;511.632,71
2385;2016;40;4042;67142;0;T;265;5600000;0;0;5.600.000,00;0;5.600.000,00;0;0;0;5.600.000,00;0
2386;2016;40;4042;67142;130;T;265;0;0;0;0;0;0;164.741,83;164.741,83;0;-164.741,83;86.445,01
2387;2016;40;4042;67142;131;T;265;0;0;0;0;0;0;504.259,55;504.259,55;0;-504.259,55;247.150,99
2388;2016;40;4042;67142;133;T;265;0;0;0;0;0;0;24.156,25;24.156,25;0;-24.156,25;13.162,38
2389;2016;40;4042;67142;140;T;265;0;0;0;0;0;0;61.470,09;61.470,09;0;-61.470,09;36.174,07
2390;2016;40;4042;67142;150;T;265;0;0;0;0;0;0;6.756,35;6.756,35;0;-6.756,35;3.488,87
2391;2016;40;4042;67142;151;T;265;0;0;0;0;0;0;1.150,36;1.150,36;0;-1.150,36;591,46
2392;2016;40;4042;67142;160;T;265;0;0;0;0;0;0;145.528,52;145.528,52;0;-145.528,52;112.287,88
2393;2016;40;4042;67142;161;T;265;0;0;0;0;0;0;11.280,47;11.280,47;0;-11.280,47;8.652,14
2394;2016;40;4042;67142;162;T;265;0;0;0;0;0;0;3.743,28;3.743,28;0;-3.743,28;3.345,94
2395;2016;40;4042;67142;164;T;265;0;0;0;0;0;0;254,14;254,14;0;-254,14;254,14
2396;2016;40;4042;67142;165;T;265;0;0;0;0;0;0;51,75;51,75;0;-51,75;39,19
2397;2016;40;4042;67142;166;T;265;0;0;0;0;0;0;57,14;57,14;0;-57,14;40,64
2398;2016;40;4042;67145;###;T;265;1400000;0;0;1.400.000,00;0;1.400.000,00;293.874,92;293.874,92;0;1.106.125,08;97.281,68
2399;2016;40;4042;67145;0;T;265;1400000;0;0;1.400.000,00;0;1.400.000,00;145.141,93;145.141,93;0;1.254.858,07;0
2400;2016;40;4042;67145;141;T;265;0;0;0;0;0;0;148.732,99;148.732,99;0;-148.732,99;97.281,68
2401;2016;40;4042;67149;###;T;265;4500000;0;0;4.500.000,00;0;4.500.000,00;297.650,50;297.650,50;0;4.202.349,50;297.650,50
2402;2016;40;4042;67149;0;T;265;4500000;0;0;4.500.000,00;0;4.500.000,00;297.650,50;297.650,50;0;4.202.349,50;297.650,50
2403;2016;40;4042;67153;###;T;265;2900000;0;0;2.900.000,00;0;2.900.000,00;345.415,97;345.415,97;0;2.554.584,03;182.009,59
2404;2016;40;4042;67153;0;T;265;2900000;0;0;2.900.000,00;0;2.900.000,00;0;0;0;2.900.000,00;0
2405;2016;40;4042;67153;111;T;265;0;0;0;0;0;0;57.023,15;57.023,15;0;-57.023,15;34.811,15
2406;2016;40;4042;67153;112;T;265;0;0;0;0;0;0;47.396,54;47.396,54;0;-47.396,54;23.294,93
2407;2016;40;4042;67153;113;T;265;0;0;0;0;0;0;4.058,02;4.058,02;0;-4.058,02;0
2408;2016;40;4042;67153;114;T;265;0;0;0;0;0;0;224.213,35;224.213,35;0;-224.213,35;117.477,52
2409;2016;40;4042;67153;115;T;265;0;0;0;0;0;0;11.674,76;11.674,76;0;-11.674,76;5.837,38
2410;2016;40;4042;67153;140;T;265;0;0;0;0;0;0;863,75;863,75;0;-863,75;495,41
2411;2016;40;4042;67153;150;T;265;0;0;0;0;0;0;160;160;0;-160;80
2412;2016;40;4042;67153;151;T;265;0;0;0;0;0;0;26,4;26,4;0;-26,4;13,2
2413;2016;40;4042;67156;###;T;265;2300000;0;0;2.300.000,00;0;2.300.000,00;231.607,36;231.607,36;0;2.068.392,64;121.020,57
2414;2016;40;4042;67156;0;T;265;2300000;0;0;2.300.000,00;0;2.300.000,00;0;0;0;2.300.000,00;0
2415;2016;40;4042;67156;120;T;265;0;0;0;0;0;0;209.236,66;209.236,66;0;-209.236,66;109.031,57
2416;2016;40;4042;67156;122;T;265;0;0;0;0;0;0;22.370,70;22.370,70;0;-22.370,70;11.989,00
2417;2016;40;4042;67158;###;T;265;900000;0;0;900.000,00;0;900.000,00;92.039,84;92.039,84;0;807.960,16;49.723,81
2418;2016;40;4042;67158;0;T;265;900000;0;0;900.000,00;0;900.000,00;0;0;0;900.000,00;0
2419;2016;40;4042;67158;171;T;265;0;0;0;0;0;0;44.150,46;44.150,46;0;-44.150,46;26.634,70
2420;2016;40;4042;67158;176;T;265;0;0;0;0;0;0;47.889,38;47.889,38;0;-47.889,38;23.089,11
2421;2016;40;4042;67160;###;T;265;425000;0;0;425.000,00;0;425.000,00;151.179,20;425.000,00;0;0;82.906,80
2422;2016;40;4042;67160;0;T;265;425000;0;0;425.000,00;0;425.000,00;151.179,20;425.000,00;0;0;82.906,80
2423;2016;40;4042;67176;###;T;265;266000;0;0;266.000,00;-1.000,00;265.000,00;5.763,35;5.763,35;0;259.236,65;4.126,58
2424;2016;40;4042;67176;0;T;265;266000;0;0;266.000,00;-1.000,00;265.000,00;2.499,79;2.499,79;0;262.500,21;2.499,79
2425;2016;40;4042;67176;100;T;265;0;0;0;0;0;0;3.263,56;3.263,56;0;-3.263,56;1.626,79
2426;2016;40;4042;67178;###;T;265;18000;0;0;18.000,00;0;18.000,00;8.129,80;8.129,80;0;9.870,20;4.577,94
2427;2016;40;4042;67178;0;T;265;18000;0;0;18.000,00;0;18.000,00;0;0;0;18.000,00;0
2428;2016;40;4042;67178;191;T;265;0;0;0;0;0;0;8.129,80;8.129,80;0;-8.129,80;4.577,94
2429;2016;40;4042;67182;###;T;265;3102000;0;0;3.102.000,00;0;3.102.000,00;351.953,59;351.953,59;0;2.750.046,41;229.573,39
2430;2016;40;4042;67182;0;T;265;3102000;0;0;3.102.000,00;0;3.102.000,00;0;0;0;3.102.000,00;0
2431;2016;40;4042;67182;114;T;265;0;0;0;0;0;0;351.953,59;351.953,59;0;-351.953,59;229.573,39
2432;2016;40;4042;67184;###;T;265;14500000;0;0;14.500.000,00;0;14.500.000,00;1.243.046,20;1.243.046,20;0;13.256.953,80;844.458,97
2433;2016;40;4042;67184;0;T;265;14500000;0;0;14.500.000,00;0;14.500.000,00;0;0;0;14.500.000,00;0
2434;2016;40;4042;67184;180;T;265;0;0;0;0;0;0;758.043,17;758.043,17;0;-758.043,17;550.130,84
2435;2016;40;4042;67184;181;T;265;0;0;0;0;0;0;10.209,76;10.209,76;0;-10.209,76;5.690,04
2436;2016;40;4042;67184;182;T;265;0;0;0;0;0;0;456.694,11;456.694,11;0;-456.694,11;273.443,09
2437;2016;40;4042;67184;183;T;265;0;0;0;0;0;0;18.099,16;18.099,16;0;-18.099,16;15.195,00
2438;2016;40;4042;67186;###;T;265;400000;0;0;400.000,00;0;400.000,00;47.864,96;47.864,96;0;352.135,04;31.684,06
2439;2016;40;4042;67186;0;T;265;400000;0;0;400.000,00;0;400.000,00;47.864,96;47.864,96;0;352.135,04;31.684,06
2440;2016;40;4042;67187;###;T;265;1200000;0;0;1.200.000,00;0;1.200.000,00;118.303,16;118.303,16;0;1.081.696,84;75.054,56
2441;2016;40;4042;67187;0;T;265;1200000;0;0;1.200.000,00;0;1.200.000,00;118.303,16;118.303,16;0;1.081.696,84;75.054,56
2442;2016;40;4043;11201;###;E03;219;20000;0;0;20.000,00;0;0;44.577,67;0;0;0;3.358,70
2443;2016;40;4043;11201;0;E03;219;20000;0;0;20.000,00;0;0;44.577,67;0;0;0;3.358,70
2444;2016;40;4043;28232;###;E03;219;2000;0;0;2.000,00;0;0;6.818,52;0;0;0;474
2445;2016;40;4043;28232;0;E03;219;2000;0;0;2.000,00;0;0;6.818,52;0;0;0;474
2446;2016;40;4043;42201;###;;219;116000;0;0;116.000,00;0;116.000,00;18.350,52;18.350,52;0;97.649,48;18.350,52
2447;2016;40;4043;42201;0;;219;116000;0;0;116.000,00;0;116.000,00;18.350,52;18.350,52;0;97.649,48;18.350,52
2448;2016;40;4043;42801;###;;219;1002000;0;0;1.002.000,00;0;1.002.000,00;80.327,20;80.327,20;0;921.672,80;80.327,20
2449;2016;40;4043;42801;0;;219;1002000;0;0;1.002.000,00;0;1.002.000,00;80.327,20;80.327,20;0;921.672,80;80.327,20
2450;2016;40;4043;42811;###;;219;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
2451;2016;40;4043;42811;0;;219;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
2452;2016;40;4043;44100;###;;219;13100;0;0;13.100,00;0;13.100,00;829,74;829,74;0;12.270,26;829,74
2453;2016;40;4043;44100;0;;219;13100;0;0;13.100,00;0;13.100,00;436;436;0;12.664,00;436
2454;2016;40;4043;44100;100;;219;0;0;0;0;0;0;393,74;393,74;0;-393,74;393,74
2455;2016;40;4043;68435;###;T;266;120000;0;0;120.000,00;0;120.000,00;17.591,70;17.591,70;0;102.408,30;13.980,19
2456;2016;40;4043;68435;0;T;266;120000;0;0;120.000,00;0;120.000,00;0;0;0;120.000,00;0
2457;2016;40;4043;68435;100;T;266;0;0;0;0;0;0;105,24;105,24;0;-105,24;0
2458;2016;40;4043;68435;102;T;266;0;0;0;0;0;0;11.348,05;11.348,05;0;-11.348,05;8.511,05
2459;2016;40;4043;68435;103;T;266;0;0;0;0;0;0;157,86;157,86;0;-157,86;105,24
2460;2016;40;4043;68435;104;T;266;0;0;0;0;0;0;1.909,22;1.909,22;0;-1.909,22;1.581,98
2461;2016;40;4043;68435;108;T;266;0;0;0;0;0;0;664,18;664,18;0;-664,18;664,18
2462;2016;40;4043;68435;112;T;266;0;0;0;0;0;0;3.407,15;3.407,15;0;-3.407,15;3.117,74
2463;2016;40;4044;11936;###;E04;281;2000;0;0;2.000,00;0;0;17.901,90;0;0;0;130
2464;2016;40;4044;11936;0;E04;281;2000;0;0;2.000,00;0;0;0;0;0;0;0
2465;2016;40;4044;11936;152;E04;281;0;0;0;0;0;0;5.326,90;0;0;0;80
2466;2016;40;4044;11936;153;E04;281;0;0;0;0;0;0;12.525,00;0;0;0;0
2467;2016;40;4044;11936;154;E04;281;0;0;0;0;0;0;50;0;0;0;50
2468;2016;40;4044;18212;###;E04;285;5000;0;0;5.000,00;0;0;20.005,76;0;0;0;85
2469;2016;40;4044;18212;0;E04;285;5000;0;0;5.000,00;0;0;0;0;0;0;0
2470;2016;40;4044;18212;152;E04;285;0;0;0;0;0;0;20.005,76;0;0;0;85
2471;2016;40;4044;28112;###;E04;281;4000;0;0;4.000,00;0;0;33.860,57;0;0;0;115
2472;2016;40;4044;28112;0;E04;281;4000;0;0;4.000,00;0;0;0;0;0;0;0
2473;2016;40;4044;28112;152;E04;281;0;0;0;0;0;0;33.860,57;0;0;0;115
2474;2016;40;4044;28113;###;E04;281;10000;0;0;10.000,00;0;0;94.522,13;0;0;0;452,43
2475;2016;40;4044;28113;0;E04;281;10000;0;0;10.000,00;0;0;0;0;0;0;0
2476;2016;40;4044;28113;152;E04;281;0;0;0;0;0;0;94.522,13;0;0;0;452,43
2477;2016;40;4044;28120;###;E04;281;13000;0;0;13.000,00;0;0;0;0;0;0;0
2478;2016;40;4044;28120;0;E04;281;13000;0;0;13.000,00;0;0;0;0;0;0;0
2479;2016;40;4044;28122;###;E04;281;1000;0;0;1.000,00;0;0;5.267,83;0;0;0;0
2480;2016;40;4044;28122;0;E04;281;1000;0;0;1.000,00;0;0;0;0;0;0;0
2481;2016;40;4044;28122;152;E04;281;0;0;0;0;0;0;5.267,83;0;0;0;0
2482;2016;40;4044;42201;###;;219;78800;0;0;78.800,00;0;78.800,00;13.392,92;13.392,92;0;65.407,08;13.392,92
2483;2016;40;4044;42201;0;;219;78800;0;0;78.800,00;0;78.800,00;13.392,92;13.392,92;0;65.407,08;13.392,92
2484;2016;40;4044;42801;###;;219;178000;0;0;178.000,00;0;178.000,00;13.917,50;13.917,50;0;164.082,50;13.917,50
2485;2016;40;4044;42801;0;;219;178000;0;0;178.000,00;0;178.000,00;13.917,50;13.917,50;0;164.082,50;13.917,50
2486;2016;40;4044;44100;###;;219;11700;0;0;11.700,00;0;11.700,00;1.475,97;1.475,97;0;10.224,03;1.475,97
2487;2016;40;4044;44100;0;;219;11700;0;0;11.700,00;0;11.700,00;1.475,97;1.475,97;0;10.224,03;1.475,97
2488;2016;40;4044;67126;###;T;283;1000000;0;0;1.000.000,00;0;1.000.000,00;100.170,56;100.170,56;0;899.829,44;100.170,56
2489;2016;40;4044;67126;0;T;283;1000000;0;0;1.000.000,00;0;1.000.000,00;0;0;0;1.000.000,00;0
2490;2016;40;4044;67126;446;T;283;0;0;0;0;0;0;78.400,50;78.400,50;0;-78.400,50;78.400,50
2491;2016;40;4044;67126;455;T;283;0;0;0;0;0;0;12.205,70;12.205,70;0;-12.205,70;12.205,70
2492;2016;40;4044;67126;465;T;283;0;0;0;0;0;0;6.984,12;6.984,12;0;-6.984,12;6.984,12
2493;2016;40;4044;67126;493;T;283;0;0;0;0;0;0;2.052,00;2.052,00;0;-2.052,00;2.052,00
2494;2016;40;4044;67126;498;T;283;0;0;0;0;0;0;528,24;528,24;0;-528,24;528,24
2495;2016;40;4044;68128;###;T;284;20000;0;0;20.000,00;0;20.000,00;1.700,00;1.700,00;0;18.300,00;1.700,00
2496;2016;40;4044;68128;0;T;284;20000;0;0;20.000,00;0;20.000,00;0;0;0;20.000,00;0
2497;2016;40;4044;68128;610;T;284;0;0;0;0;0;0;244;244;0;-244;244
2498;2016;40;4044;68128;812;T;284;0;0;0;0;0;0;1.456,00;1.456,00;0;-1.456,00;1.456,00
2499;2016;40;4044;68146;###;Z;290;34000;0;0;34.000,00;0;34.000,00;11.223,32;11.223,32;0;22.776,68;11.223,32
2500;2016;40;4044;68146;0;Z;290;34000;0;0;34.000,00;0;34.000,00;11.223,32;11.223,32;0;22.776,68;11.223,32
2501;2016;40;4044;68167;###;Z;290;36000;0;0;36.000,00;0;36.000,00;4.446,86;4.446,86;0;31.553,14;4.446,86
2502;2016;40;4044;68167;0;Z;290;36000;0;0;36.000,00;0;36.000,00;4.446,86;4.446,86;0;31.553,14;4.446,86
2503;2016;40;4044;68187;###;Z;290;1000;0;0;1.000,00;0;1.000,00;78,38;78,38;0;921,62;78,38
2504;2016;40;4044;68187;0;Z;290;1000;0;0;1.000,00;0;1.000,00;78,38;78,38;0;921,62;78,38
2505;2016;40;4045;11936;###;E04;281;1000;0;0;1.000,00;0;0;0;0;0;0;0
2506;2016;40;4045;11936;0;E04;281;1000;0;0;1.000,00;0;0;0;0;0;0;0
2507;2016;40;4045;23602;###;E04;281;185000;0;0;185.000,00;0;0;204.346,11;0;0;0;17.989,90
2508;2016;40;4045;23602;0;E04;281;185000;0;0;185.000,00;0;0;0;0;0;0;0
2509;2016;40;4045;23602;153;E04;281;0;0;0;0;0;0;615;0;0;0;398
2510;2016;40;4045;23602;154;E04;281;0;0;0;0;0;0;203.731,11;0;0;0;17.591,90
2511;2016;40;4045;28113;###;E04;281;12000;0;0;12.000,00;0;0;88.747,50;0;0;0;1.145,96
2512;2016;40;4045;28113;0;E04;281;12000;0;0;12.000,00;0;0;0;0;0;0;0
2513;2016;40;4045;28113;154;E04;281;0;0;0;0;0;0;88.747,50;0;0;0;1.145,96
2514;2016;40;4045;28120;###;E04;281;1000;0;0;1.000,00;0;0;83.499,00;0;0;0;6.423,00
2515;2016;40;4045;28120;0;E04;281;1000;0;0;1.000,00;0;0;0;0;0;0;0
2516;2016;40;4045;28120;154;E04;281;0;0;0;0;0;0;83.499,00;0;0;0;6.423,00
2517;2016;40;4045;28122;###;E04;281;2000;0;0;2.000,00;0;0;6.098,95;0;0;0;58,22
2518;2016;40;4045;28122;0;E04;281;2000;0;0;2.000,00;0;0;0;0;0;0;0
2519;2016;40;4045;28122;154;E04;281;0;0;0;0;0;0;6.098,95;0;0;0;58,22
2520;2016;40;4045;28135;###;E04;284;130000;0;0;130.000,00;0;0;155.212,04;0;0;0;13.669,00
2521;2016;40;4045;28135;0;E04;284;130000;0;0;130.000,00;0;0;155.212,04;0;0;0;13.669,00
2522;2016;40;4045;67116;###;T;284;120000;0;0;120.000,00;0;120.000,00;18.729,69;18.729,69;0;101.270,31;18.729,69
2523;2016;40;4045;67116;0;T;284;120000;0;0;120.000,00;0;120.000,00;0;0;0;120.000,00;0
2524;2016;40;4045;67116;520;T;284;0;0;0;0;0;0;18.729,69;18.729,69;0;-18.729,69;18.729,69
2525;2016;40;4045;67126;###;T;283;4311000;0;0;4.311.000,00;0;4.311.000,00;378.347,55;378.347,55;0;3.932.652,45;378.347,55
2526;2016;40;4045;67126;0;T;283;4311000;0;0;4.311.000,00;0;4.311.000,00;0;0;0;4.311.000,00;0
2527;2016;40;4045;67126;465;T;283;0;0;0;0;0;0;1.971,31;1.971,31;0;-1.971,31;1.971,31
2528;2016;40;4045;67126;476;T;283;0;0;0;0;0;0;9.352,85;9.352,85;0;-9.352,85;9.352,85
2529;2016;40;4045;67126;486;T;283;0;0;0;0;0;0;356.467,50;356.467,50;0;-356.467,50;356.467,50
2530;2016;40;4045;67126;498;T;283;0;0;0;0;0;0;10.555,89;10.555,89;0;-10.555,89;10.555,89
2531;2016;40;4045;68107;###;Z;281;560000;0;0;560.000,00;0;560.000,00;51.658,50;51.658,50;0;508.341,50;51.658,50
2532;2016;40;4045;68107;0;Z;281;560000;0;0;560.000,00;0;560.000,00;0;0;0;560.000,00;0
2533;2016;40;4045;68107;100;Z;281;0;0;0;0;0;0;20.539,50;20.539,50;0;-20.539,50;20.539,50
2534;2016;40;4045;68107;110;Z;281;0;0;0;0;0;0;31.119,00;31.119,00;0;-31.119,00;31.119,00
2535;2016;40;4045;68134;###;Z;281;27000;0;0;27.000,00;0;27.000,00;2.643,99;2.643,99;0;24.356,01;2.643,99
2536;2016;40;4045;68134;0;Z;281;27000;0;0;27.000,00;0;27.000,00;2.643,99;2.643,99;0;24.356,01;2.643,99
2537;2016;40;4045;68135;###;Z;281;10000;0;0;10.000,00;0;10.000,00;2.219,23;2.219,23;0;7.780,77;2.219,23
2538;2016;40;4045;68135;0;Z;281;10000;0;0;10.000,00;0;10.000,00;0;0;0;10.000,00;0
2539;2016;40;4045;68135;100;Z;281;0;0;0;0;0;0;2.219,23;2.219,23;0;-2.219,23;2.219,23
2540;2016;40;4045;68146;###;Z;290;7000;0;0;7.000,00;0;7.000,00;261,58;261,58;0;6.738,42;261,58
2541;2016;40;4045;68146;0;Z;290;7000;0;0;7.000,00;0;7.000,00;261,58;261,58;0;6.738,42;261,58
2542;2016;40;4045;68149;###;Z;281;17000;0;0;17.000,00;0;17.000,00;524,76;524,76;0;16.475,24;524,76
2543;2016;40;4045;68149;0;Z;281;17000;0;0;17.000,00;0;17.000,00;0;0;0;17.000,00;0
2544;2016;40;4045;68149;100;Z;281;0;0;0;0;0;0;524,76;524,76;0;-524,76;524,76
2545;2016;40;4045;68167;###;Z;290;2000;0;0;2.000,00;0;2.000,00;0;0;0;2.000,00;0
2546;2016;40;4045;68167;0;Z;290;2000;0;0;2.000,00;0;2.000,00;0;0;0;2.000,00;0
2547;2016;40;4045;68468;###;Z;253;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
2548;2016;40;4045;68468;0;Z;253;1000;0;0;1.000,00;0;1.000,00;0;0;0;1.000,00;0
2549;2016;40;4100;11111;###;E03;314;108000;0;0;108.000,00;0;0;29.035,42;0;0;0;314,01
2550;2016;40;4100;11111;0;E03;314;108000;0;0;108.000,00;0;0;0;0;0;0;0
2551;2016;40;4100;11111;102;E03;314;0;0;0;0;0;0;29.035,42;0;0;0;314,01
2552;2016;40;4100;11150;###;E03;314;4600;0;0;4.600,00;0;0;1.234,32;0;0;0;667,66
2553;2016;40;4100;11150;0;E03;314;4600;0;0;4.600,00;0;0;0;0;0;0;0
2554;2016;40;4100;11150;100;E03;314;0;0;0;0;0;0;271;0;0;0;186
2555;2016;40;4100;11150;120;E03;314;0;0;0;0;0;0;963,32;0;0;0;481,66
2556;2016;40;4100;11201;###;E03;314;0;0;0;0;0;0;10.502,21;0;0;0;0
2557;2016;40;4100;11201;0;E03;314;0;0;0;0;0;0;10.502,21;0;0;0;0
2558;2016;40;4100;28133;###;E03;314;43000;0;0;43.000,00;0;0;28.177,00;0;0;0;5.292,37
2559;2016;40;4100;28133;0;E03;314;43000;0;0;43.000,00;0;0;4.154,39;0;0;0;1.180,77
2560;2016;40;4100;28133;100;E03;314;0;0;0;0;0;0;24.022,61;0;0;0;4.111,60
2561;2016;40;4100;41201;###;;314;5200;0;0;5.200,00;0;5.200,00;418;418;0;4.782,00;418
2562;2016;40;4100;41201;0;;314;5200;0;0;5.200,00;0;5.200,00;418;418;0;4.782,00;418
2563;2016;40;4100;42201;###;;314;1308000;0;0;1.308.000,00;0;1.308.000,00;174.967,76;174.967,76;0;1.133.032,24;174.967,76
2564;2016;40;4100;42201;0;;314;1308000;0;0;1.308.000,00;0;1.308.000,00;174.967,76;174.967,76;0;1.133.032,24;174.967,76
2565;2016;40;4100;42701;###;;314;0;0;1.012,50;1.012,50;0;1.012,50;1.012,50;1.012,50;0;0;1.012,50
2566;2016;40;4100;42701;0;;314;0;0;1.012,50;1.012,50;0;1.012,50;0;0;0;1.012,50;0
2567;2016;40;4100;42701;106;;314;0;0;0;0;0;0;1.012,50;1.012,50;0;-1.012,50;1.012,50
2568;2016;40;4100;42801;###;;314;3958000;0;0;3.958.000,00;0;3.958.000,00;312.328,27;312.328,27;0;3.645.671,73;312.328,27
2569;2016;40;4100;42801;0;;314;3958000;0;0;3.958.000,00;0;3.958.000,00;312.328,27;312.328,27;0;3.645.671,73;312.328,27
2570;2016;40;4100;42811;###;;314;57200;0;0;57.200,00;0;57.200,00;0;0;0;57.200,00;0
2571;2016;40;4100;42811;0;;314;57200;0;0;57.200,00;0;57.200,00;0;0;0;57.200,00;0
2572;2016;40;4100;42821;###;;314;59000;0;0;59.000,00;0;59.000,00;4.201,47;4.201,47;0;54.798,53;4.201,47
2573;2016;40;4100;42821;0;;314;59000;0;0;59.000,00;0;59.000,00;4.201,47;4.201,47;0;54.798,53;4.201,47
2574;2016;40;4100;44100;###;;314;47400;0;0;47.400,00;0;47.400,00;3.602,35;3.602,35;0;43.797,65;3.602,35
2575;2016;40;4100;44100;0;;314;47400;0;0;47.400,00;0;47.400,00;3.602,35;3.602,35;0;43.797,65;3.602,35
2576;2016;40;4100;51101;###;A09;314;6600;0;0;6.600,00;0;6.600,00;337,87;437,87;0;6.162,13;154,09
2577;2016;40;4100;51101;0;A09;314;6600;0;0;6.600,00;0;6.600,00;0;0;0;6.600,00;0
2578;2016;40;4100;51101;100;A09;314;0;0;0;0;0;0;275,27;275,27;0;-275,27;91,49
2579;2016;40;4100;51101;101;A09;314;0;0;0;0;0;0;62,6;62,6;0;-62,6;62,6
