Zähler;Haushaltsjahr;Bkz;Kapitel;Titel;Unterkonto;Kennbuchstabe;Funktion;Ansatz;ResteVorjahre;Zugang/Abgang;Fortgeschriebenes Soll;Verfügungsbeschränkung;Verfügbares Soll;Anordnungssoll;Festlegung;Gebildete Reste;Verfügbare Mittel;Ist
2777;2015;40;4042;67176;###;T;265;120000;0,00;82.000,00;202.000,00;0,00;202.000,00;160.674,41;160.674,41;0;41.325,59;159.696,29
2778;2015;40;4042;67176;000;T;265;120000;0,00;82.000,00;202.000,00;0,00;202.000,00;160.674,41;160.674,41;0;41.325,59;159.696,29
2779;2015;40;4042;67178;###;T;265;61000;0,00;-32.000,00;29.000,00;0,00;29.000,00;26.054,27;26.054,27;0;2.945,73;26.054,27
2780;2015;40;4042;67178;000;T;265;61000;0,00;-32.000,00;29.000,00;0,00;29.000,00;0,00;0,00;0;29.000,00;0,00
2781;2015;40;4042;67178;191;T;265;0;0,00;0,00;0,00;0,00;0,00;26.054,27;26.054,27;0;-26.054,27;26.054,27
2782;2015;40;4042;67182;###;T;265;3000000;0,00;900.000,00;3.900.000,00;0,00;3.900.000,00;3.745.899,56;3.745.899,56;0;154.100,44;3.699.565,00
2783;2015;40;4042;67182;000;T;265;3000000;0,00;900.000,00;3.900.000,00;0,00;3.900.000,00;0,00;0,00;0;3.900.000,00;0,00
2784;2015;40;4042;67182;114;T;265;0;0,00;0,00;0,00;0,00;0,00;3.745.899,56;3.745.899,56;0;-3.745.899,56;3.699.565,00
2785;2015;40;4042;67184;###;T;265;12000000;0,00;3.000.000,00;15.000.000,00;0,00;15.000.000,00;14.195.441,24;14.195.441,24;0;804.558,76;14.069.849,56
2786;2015;40;4042;67184;000;T;265;12000000;0,00;3.000.000,00;15.000.000,00;0,00;15.000.000,00;0,00;0,00;0;15.000.000,00;0,00
2787;2015;40;4042;67184;180;T;265;0;0,00;0,00;0,00;0,00;0,00;8.269.320,90;8.269.320,90;0;-8.269.320,90;8.213.334,55
2788;2015;40;4042;67184;181;T;265;0;0,00;0,00;0,00;0,00;0,00;258.138,99;258.138,99;0;-258.138,99;258.138,99
2789;2015;40;4042;67184;182;T;265;0;0,00;0,00;0,00;0,00;0,00;5.346.653,00;5.346.653,00;0;-5.346.653,00;5.277.047,67
2790;2015;40;4042;67184;183;T;265;0;0,00;0,00;0,00;0,00;0,00;302.889,97;302.889,97;0;-302.889,97;302.889,97
2791;2015;40;4042;67184;184;T;265;0;0,00;0,00;0,00;0,00;0,00;18.438,38;18.438,38;0;-18.438,38;18.438,38
2792;2015;40;4042;67186;###;T;265;344000;0,00;156.000,00;500.000,00;0,00;500.000,00;461.485,16;461.485,16;0;38.514,84;459.748,70
2793;2015;40;4042;67186;000;T;265;344000;0,00;156.000,00;500.000,00;0,00;500.000,00;461.485,16;461.485,16;0;38.514,84;459.748,70
2794;2015;40;4042;67187;###;T;265;1400000;0,00;0,00;1.400.000,00;0,00;1.400.000,00;1.383.412,61;1.383.412,61;0;16.587,39;1.379.531,88
2795;2015;40;4042;67187;000;T;265;1400000;0,00;0,00;1.400.000,00;0,00;1.400.000,00;1.383.412,61;1.383.412,61;0;16.587,39;1.379.531,88
2796;2015;40;4043;11201;###;E03;219;13000;0,00;0,00;13.000,00;0,00;0,00;56.610,49;0,00;0;0,00;16.433,62
2797;2015;40;4043;11201;000;E03;219;13000;0,00;0,00;13.000,00;0,00;0,00;56.610,49;0,00;0;0,00;16.433,62
2798;2015;40;4043;28232;###;E03;219;2000;0,00;0,00;2.000,00;0,00;0,00;6.624,52;0,00;0;0,00;363,00
2799;2015;40;4043;28232;000;E03;219;2000;0,00;0,00;2.000,00;0,00;0,00;6.624,52;0,00;0;0,00;363,00
2800;2015;40;4043;42201;###;;219;107000;0,00;0,00;107.000,00;0,00;107.000,00;109.720,49;109.720,49;0;-2.720,49;109.720,49
2801;2015;40;4043;42201;000;;219;107000;0,00;0,00;107.000,00;0,00;107.000,00;109.720,49;109.720,49;0;-2.720,49;109.720,49
2802;2015;40;4043;42801;###;;219;945000;0,00;0,00;945.000,00;0,00;945.000,00;992.920,65;992.920,65;0;-47.920,65;992.920,65
2803;2015;40;4043;42801;000;;219;945000;0,00;0,00;945.000,00;0,00;945.000,00;992.920,65;992.920,65;0;-47.920,65;992.920,65
2804;2015;40;4043;42811;###;;219;0;0,00;32.200,00;32.200,00;0,00;32.200,00;17.223,58;17.223,58;0;14.976,42;17.223,58
2805;2015;40;4043;42811;000;;219;0;0,00;32.200,00;32.200,00;0,00;32.200,00;17.223,58;17.223,58;0;14.976,42;17.223,58
2806;2015;40;4043;44100;###;;219;18800;0,00;0,00;18.800,00;0,00;18.800,00;9.890,75;9.890,75;0;8.909,25;9.890,75
2807;2015;40;4043;44100;000;;219;18800;0,00;0,00;18.800,00;0,00;18.800,00;7.582,17;7.582,17;0;11.217,83;7.582,17
2808;2015;40;4043;44100;100;;219;0;0,00;0,00;0,00;0,00;0,00;2.308,58;2.308,58;0;-2.308,58;2.308,58
2809;2015;40;4043;68435;###;T;266;150000;0,00;-43.100,00;106.900,00;0,00;106.900,00;106.675,72;106.675,72;0;224,28;101.442,82
2810;2015;40;4043;68435;000;T;266;150000;0,00;-43.100,00;106.900,00;0,00;106.900,00;0,00;0,00;0;106.900,00;0,00
2811;2015;40;4043;68435;100;T;266;0;0,00;0,00;0,00;0,00;0,00;2.098,80;2.098,80;0;-2.098,80;2.098,80
2812;2015;40;4043;68435;102;T;266;0;0,00;0,00;0,00;0,00;0,00;48.613,55;48.613,55;0;-48.613,55;47.732,14
2813;2015;40;4043;68435;103;T;266;0;0,00;0,00;0,00;0,00;0,00;17.889,17;17.889,17;0;-17.889,17;17.731,31
2814;2015;40;4043;68435;104;T;266;0;0,00;0,00;0,00;0,00;0,00;10.365,39;10.365,39;0;-10.365,39;9.929,07
2815;2015;40;4043;68435;105;T;266;0;0,00;0,00;0,00;0,00;0,00;11.184,06;11.184,06;0;-11.184,06;7.717,76
2816;2015;40;4043;68435;108;T;266;0;0,00;0,00;0,00;0,00;0,00;2.804,32;2.804,32;0;-2.804,32;2.804,32
2817;2015;40;4043;68435;109;T;266;0;0,00;0,00;0,00;0,00;0,00;6.517,28;6.517,28;0;-6.517,28;6.226,27
2818;2015;40;4043;68435;112;T;266;0;0,00;0,00;0,00;0,00;0,00;5.498,75;5.498,75;0;-5.498,75;5.498,75
2819;2015;40;4043;68435;113;T;266;0;0,00;0,00;0,00;0,00;0,00;1.704,40;1.704,40;0;-1.704,40;1.704,40
2820;2015;40;4044;11936;###;E04;281;1200;0,00;0,00;1.200,00;0,00;0,00;22.306,53;0,00;0;0,00;3.858,29
2821;2015;40;4044;11936;000;E04;281;1200;0,00;0,00;1.200,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2822;2015;40;4044;11936;152;E04;281;0;0,00;0,00;0,00;0,00;0,00;7.714,57;0,00;0;0,00;1.791,33
2823;2015;40;4044;11936;153;E04;281;0;0,00;0,00;0,00;0,00;0,00;12.525,00;0,00;0;0,00;0,00
2824;2015;40;4044;11936;154;E04;281;0;0,00;0,00;0,00;0,00;0,00;2.066,96;0,00;0;0,00;2.066,96
2825;2015;40;4044;16212;###;E04;285;1000;0,00;0,00;1.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2826;2015;40;4044;16212;000;E04;285;1000;0,00;0,00;1.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2827;2015;40;4044;18212;###;E04;285;5000;0,00;0,00;5.000,00;0,00;0,00;21.185,76;0,00;0;0,00;1.085,00
2828;2015;40;4044;18212;000;E04;285;5000;0,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2829;2015;40;4044;18212;152;E04;285;0;0,00;0,00;0,00;0,00;0,00;21.185,76;0,00;0;0,00;1.085,00
2830;2015;40;4044;28112;###;E04;281;4000;0,00;0,00;4.000,00;0,00;0,00;36.105,03;0,00;0;0,00;2.134,46
2831;2015;40;4044;28112;000;E04;281;4000;0,00;0,00;4.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2832;2015;40;4044;28112;152;E04;281;0;0,00;0,00;0,00;0,00;0,00;36.105,03;0,00;0;0,00;2.134,46
2833;2015;40;4044;28113;###;E04;281;10000;0,00;0,00;10.000,00;0,00;0,00;104.401,21;0,00;0;0,00;9.507,95
2834;2015;40;4044;28113;000;E04;281;10000;0,00;0,00;10.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2835;2015;40;4044;28113;152;E04;281;0;0,00;0,00;0,00;0,00;0,00;104.401,21;0,00;0;0,00;9.507,95
2836;2015;40;4044;28120;###;E04;281;8000;0,00;0,00;8.000,00;0,00;0,00;13.057,29;0,00;0;0,00;13.057,29
2837;2015;40;4044;28120;000;E04;281;8000;0,00;0,00;8.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2838;2015;40;4044;28120;154;E04;281;0;0,00;0,00;0,00;0,00;0,00;13.057,29;0,00;0;0,00;13.057,29
2839;2015;40;4044;28122;###;E04;281;16000;0,00;0,00;16.000,00;0,00;0,00;7.312,66;0,00;0;0,00;2.044,83
2840;2015;40;4044;28122;000;E04;281;16000;0,00;0,00;16.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2841;2015;40;4044;28122;152;E04;281;0;0,00;0,00;0,00;0,00;0,00;5.921,62;0,00;0;0,00;653,79
2842;2015;40;4044;28122;154;E04;281;0;0,00;0,00;0,00;0,00;0,00;1.391,04;0,00;0;0,00;1.391,04
2843;2015;40;4044;42201;###;;219;64000;0,00;0,00;64.000,00;0,00;64.000,00;79.795,69;79.795,69;0;-15.795,69;79.795,69
2844;2015;40;4044;42201;000;;219;64000;0,00;0,00;64.000,00;0,00;64.000,00;79.795,69;79.795,69;0;-15.795,69;79.795,69
2845;2015;40;4044;42801;###;;219;228000;0,00;0,00;228.000,00;0,00;228.000,00;164.090,30;164.090,30;0;63.909,70;164.090,30
2846;2015;40;4044;42801;000;;219;228000;0,00;0,00;228.000,00;0,00;228.000,00;164.090,30;164.090,30;0;63.909,70;164.090,30
2847;2015;40;4044;44100;###;;219;4700;0,00;0,00;4.700,00;0,00;4.700,00;10.350,28;10.350,28;0;-5.650,28;10.350,28
2848;2015;40;4044;44100;000;;219;4700;0,00;0,00;4.700,00;0,00;4.700,00;10.350,28;10.350,28;0;-5.650,28;10.350,28
2849;2015;40;4044;67126;###;T;283;750000;0,00;198.150,00;948.150,00;0,00;948.150,00;947.855,27;947.855,27;0;294,73;947.855,27
2850;2015;40;4044;67126;000;T;283;750000;0,00;198.150,00;948.150,00;0,00;948.150,00;0,00;0,00;0;948.150,00;0,00
2851;2015;40;4044;67126;446;T;283;0;0,00;0,00;0,00;0,00;0,00;738.954,22;738.954,22;0;-738.954,22;738.954,22
2852;2015;40;4044;67126;450;T;283;0;0,00;0,00;0,00;0,00;0,00;7.386,33;7.386,33;0;-7.386,33;7.386,33
2853;2015;40;4044;67126;455;T;283;0;0,00;0,00;0,00;0,00;0,00;121.915,78;121.915,78;0;-121.915,78;121.915,78
2854;2015;40;4044;67126;465;T;283;0;0,00;0,00;0,00;0,00;0,00;64.246,80;64.246,80;0;-64.246,80;64.246,80
2855;2015;40;4044;67126;493;T;283;0;0,00;0,00;0,00;0,00;0,00;10.204,22;10.204,22;0;-10.204,22;10.204,22
2856;2015;40;4044;67126;498;T;283;0;0,00;0,00;0,00;0,00;0,00;5.147,92;5.147,92;0;-5.147,92;5.147,92
2857;2015;40;4044;68107;###;Z;281;0;0,00;4.000,00;4.000,00;0,00;4.000,00;2.868,00;2.868,00;0;1.132,00;2.868,00
2858;2015;40;4044;68107;000;Z;281;0;0,00;4.000,00;4.000,00;0,00;4.000,00;0,00;0,00;0;4.000,00;0,00
2859;2015;40;4044;68107;100;Z;281;0;0,00;0,00;0,00;0,00;0,00;2.868,00;2.868,00;0;-2.868,00;2.868,00
2860;2015;40;4044;68128;###;T;284;52800;0,00;-39.000,00;13.800,00;0,00;13.800,00;11.952,54;11.952,54;0;1.847,46;11.952,54
2861;2015;40;4044;68128;000;T;284;52800;0,00;-39.000,00;13.800,00;0,00;13.800,00;0,00;0,00;0;13.800,00;0,00
2862;2015;40;4044;68128;610;T;284;0;0,00;0,00;0,00;0,00;0,00;2.928,00;2.928,00;0;-2.928,00;2.928,00
2863;2015;40;4044;68128;812;T;284;0;0,00;0,00;0,00;0,00;0,00;8.784,54;8.784,54;0;-8.784,54;8.784,54
2864;2015;40;4044;68128;817;T;284;0;0,00;0,00;0,00;0,00;0,00;240,00;240,00;0;-240,00;240,00
2865;2015;40;4044;68146;###;Z;290;37000;0,00;4.000,00;41.000,00;0,00;41.000,00;39.118,40;39.118,40;0;1.881,60;39.118,40
2866;2015;40;4044;68146;000;Z;290;37000;0,00;4.000,00;41.000,00;0,00;41.000,00;39.118,40;39.118,40;0;1.881,60;39.118,40
2867;2015;40;4044;68167;###;Z;290;33000;0,00;8.200,00;41.200,00;0,00;41.200,00;41.040,79;41.040,79;0;159,21;41.040,79
2868;2015;40;4044;68167;000;Z;290;33000;0,00;8.200,00;41.200,00;0,00;41.200,00;41.040,79;41.040,79;0;159,21;41.040,79
2869;2015;40;4044;68187;###;Z;290;2000;0,00;0,00;2.000,00;0,00;2.000,00;908,28;908,28;0;1.091,72;908,28
2870;2015;40;4044;68187;000;Z;290;2000;0,00;0,00;2.000,00;0,00;2.000,00;908,28;908,28;0;1.091,72;908,28
2871;2015;40;4045;11936;###;E04;281;1000;0,00;0,00;1.000,00;0,00;0,00;82,88;0,00;0;0,00;82,88
2872;2015;40;4045;11936;000;E04;281;1000;0,00;0,00;1.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2873;2015;40;4045;11936;154;E04;281;0;0,00;0,00;0,00;0,00;0,00;82,88;0,00;0;0,00;82,88
2874;2015;40;4045;23602;###;E04;281;180000;0,00;0,00;180.000,00;0,00;0,00;206.718,07;0,00;0;0,00;163.640,86
2875;2015;40;4045;23602;000;E04;281;180000;0,00;0,00;180.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2876;2015;40;4045;23602;153;E04;281;0;0,00;0,00;0,00;0,00;0,00;2.577,00;0,00;0;0,00;2.360,00
2877;2015;40;4045;23602;154;E04;281;0;0,00;0,00;0,00;0,00;0,00;204.141,07;0,00;0;0,00;161.280,86
2878;2015;40;4045;28113;###;E04;281;6000;0,00;0,00;6.000,00;0,00;0,00;77.671,54;0,00;0;0,00;13.333,64
2879;2015;40;4045;28113;000;E04;281;6000;0,00;0,00;6.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2880;2015;40;4045;28113;154;E04;281;0;0,00;0,00;0,00;0,00;0,00;77.671,54;0,00;0;0,00;13.333,64
2881;2015;40;4045;28114;###;E04;281;230000;0,00;0,00;230.000,00;0,00;0,00;70.793,83;0,00;0;0,00;70.793,83
2882;2015;40;4045;28114;000;E04;281;230000;0,00;0,00;230.000,00;0,00;0,00;70.793,83;0,00;0;0,00;70.793,83
2883;2015;40;4045;28120;###;E04;281;0;0,00;0,00;0,00;0,00;0,00;79.217,00;0,00;0;0,00;79.217,00
2884;2015;40;4045;28120;154;E04;281;0;0,00;0,00;0,00;0,00;0,00;79.217,00;0,00;0;0,00;79.217,00
2885;2015;40;4045;28122;###;E04;281;2000;0,00;0,00;2.000,00;0,00;0,00;6.716,94;0,00;0;0,00;596,21
2886;2015;40;4045;28122;000;E04;281;2000;0,00;0,00;2.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2887;2015;40;4045;28122;154;E04;281;0;0,00;0,00;0,00;0,00;0,00;6.716,94;0,00;0;0,00;596,21
2888;2015;40;4045;28135;###;E04;284;115000;0,00;0,00;115.000,00;0,00;0,00;165.376,69;0,00;0;0,00;123.300,65
2889;2015;40;4045;28135;000;E04;284;115000;0,00;0,00;115.000,00;0,00;0,00;165.376,69;0,00;0;0,00;123.300,65
2890;2015;40;4045;67116;###;T;284;50000;0,00;145.000,00;195.000,00;0,00;195.000,00;143.624,36;143.624,36;0;51.375,64;143.624,36
2891;2015;40;4045;67116;000;T;284;50000;0,00;145.000,00;195.000,00;0,00;195.000,00;0,00;0,00;0;195.000,00;0,00
2892;2015;40;4045;67116;520;T;284;0;0,00;0,00;0,00;0,00;0,00;128.661,82;128.661,82;0;-128.661,82;128.661,82
2893;2015;40;4045;67116;620;T;284;0;0,00;0,00;0,00;0,00;0,00;2.738,78;2.738,78;0;-2.738,78;2.738,78
2894;2015;40;4045;67116;820;T;284;0;0,00;0,00;0,00;0,00;0,00;12.223,76;12.223,76;0;-12.223,76;12.223,76
2895;2015;40;4045;67126;###;T;283;4000000;0,00;672.800,00;4.672.800,00;0,00;4.672.800,00;4.416.723,49;4.416.723,49;0;256.076,51;4.416.723,49
2896;2015;40;4045;67126;000;T;283;4000000;0,00;672.800,00;4.672.800,00;0,00;4.672.800,00;0,00;0,00;0;4.672.800,00;0,00
2897;2015;40;4045;67126;465;T;283;0;0,00;0,00;0,00;0,00;0,00;2.754,00;2.754,00;0;-2.754,00;2.754,00
2898;2015;40;4045;67126;475;T;283;0;0,00;0,00;0,00;0,00;0,00;18.280,15;18.280,15;0;-18.280,15;18.280,15
2899;2015;40;4045;67126;476;T;283;0;0,00;0,00;0,00;0,00;0,00;128.750,68;128.750,68;0;-128.750,68;128.750,68
2900;2015;40;4045;67126;479;T;283;0;0,00;0,00;0,00;0,00;0,00;1.927,08;1.927,08;0;-1.927,08;1.927,08
2901;2015;40;4045;67126;486;T;283;0;0,00;0,00;0,00;0,00;0,00;4.173.230,33;4.173.230,33;0;-4.173.230,33;4.173.230,33
2902;2015;40;4045;67126;498;T;283;0;0,00;0,00;0,00;0,00;0,00;91.781,25;91.781,25;0;-91.781,25;91.781,25
2903;2015;40;4045;68107;###;Z;281;600000;0,00;0,00;600.000,00;0,00;600.000,00;589.410,58;589.410,58;0;10.589,42;589.410,58
2904;2015;40;4045;68107;000;Z;281;600000;0,00;0,00;600.000,00;0,00;600.000,00;0,00;0,00;0;600.000,00;0,00
2905;2015;40;4045;68107;100;Z;281;0;0,00;0,00;0,00;0,00;0,00;587.298,12;587.298,12;0;-587.298,12;587.298,12
2906;2015;40;4045;68107;103;Z;281;0;0,00;0,00;0,00;0,00;0,00;2.112,46;2.112,46;0;-2.112,46;2.112,46
2907;2015;40;4045;68134;###;Z;281;31000;0,00;0,00;31.000,00;0,00;31.000,00;30.834,98;30.834,98;0;165,02;30.834,98
2908;2015;40;4045;68134;000;Z;281;31000;0,00;0,00;31.000,00;0,00;31.000,00;30.834,98;30.834,98;0;165,02;30.834,98
2909;2015;40;4045;68135;###;Z;281;10000;0,00;2.000,00;12.000,00;0,00;12.000,00;10.531,50;10.531,50;0;1.468,50;10.531,50
2910;2015;40;4045;68135;000;Z;281;10000;0,00;2.000,00;12.000,00;0,00;12.000,00;0,00;0,00;0;12.000,00;0,00
2911;2015;40;4045;68135;100;Z;281;0;0,00;0,00;0,00;0,00;0,00;10.531,50;10.531,50;0;-10.531,50;10.531,50
2912;2015;40;4045;68146;###;Z;290;7000;0,00;0,00;7.000,00;0,00;7.000,00;3.106,74;3.106,74;0;3.893,26;3.106,74
2913;2015;40;4045;68146;000;Z;290;7000;0,00;0,00;7.000,00;0,00;7.000,00;3.106,74;3.106,74;0;3.893,26;3.106,74
2914;2015;40;4045;68149;###;Z;281;20000;0,00;0,00;20.000,00;0,00;20.000,00;18.474,26;18.474,26;0;1.525,74;18.474,26
2915;2015;40;4045;68149;000;Z;281;20000;0,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0;20.000,00;0,00
2916;2015;40;4045;68149;100;Z;281;0;0,00;0,00;0,00;0,00;0,00;18.474,26;18.474,26;0;-18.474,26;18.474,26
2917;2015;40;4045;68167;###;Z;290;4000;0,00;-4.000,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2918;2015;40;4045;68167;000;Z;290;4000;0,00;-4.000,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2919;2015;40;4045;68468;###;Z;253;1000;0,00;0,00;1.000,00;0,00;1.000,00;390,00;390,00;0;610,00;390,00
2920;2015;40;4045;68468;000;Z;253;1000;0,00;0,00;1.000,00;0,00;1.000,00;390,00;390,00;0;610,00;390,00
2921;2015;40;4100;11111;###;E03;314;75800;0,00;40.600,00;116.400,00;0,00;0,00;93.410,52;0,00;0;0,00;88.289,88
2922;2015;40;4100;11111;000;E03;314;75800;0,00;40.600,00;116.400,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2923;2015;40;4100;11111;102;E03;314;0;0,00;0,00;0,00;0,00;0,00;93.410,52;0,00;0;0,00;88.289,88
2924;2015;40;4100;11150;###;E03;314;5800;0,00;4.000,00;9.800,00;0,00;0,00;7.117,95;0,00;0;0,00;5.512,80
2925;2015;40;4100;11150;000;E03;314;5800;0,00;4.000,00;9.800,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2926;2015;40;4100;11150;100;E03;314;0;0,00;0,00;0,00;0,00;0,00;592,00;0,00;0;0,00;191,00
2927;2015;40;4100;11150;120;E03;314;0;0,00;0,00;0,00;0,00;0,00;6.525,95;0,00;0;0,00;5.321,80
2928;2015;40;4100;11190;###;E01;314;0;0,00;0,00;0,00;0,00;0,00;1.000,00;0,00;0;0,00;496,89
2929;2015;40;4100;11190;000;E01;314;0;0,00;0,00;0,00;0,00;0,00;1.000,00;0,00;0;0,00;496,89
2930;2015;40;4100;11201;###;E03;314;0;0,00;0,00;0,00;0,00;0,00;10.502,21;0,00;0;0,00;0,00
2931;2015;40;4100;11201;000;E03;314;0;0,00;0,00;0,00;0,00;0,00;10.502,21;0,00;0;0,00;0,00
2932;2015;40;4100;11921;###;E03;314;3800;0,00;6.700,00;10.500,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2933;2015;40;4100;11921;000;E03;314;3800;0,00;6.700,00;10.500,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2934;2015;40;4100;11979;###;E03;314;0;0,00;0,00;0,00;0,00;0,00;585,36;0,00;0;0,00;585,36
2935;2015;40;4100;11979;000;E03;314;0;0,00;0,00;0,00;0,00;0,00;585,36;0,00;0;0,00;585,36
2936;2015;40;4100;28133;###;E03;314;33000;0,00;10.000,00;43.000,00;0,00;0,00;74.210,81;0,00;0;0,00;54.856,10
2937;2015;40;4100;28133;000;E03;314;33000;0,00;10.000,00;43.000,00;0,00;0,00;4.031,39;0,00;0;0,00;1.017,77
2938;2015;40;4100;28133;100;E03;314;0;0,00;0,00;0,00;0,00;0,00;70.179,42;0,00;0;0,00;53.838,33
2939;2015;40;4100;28290;###;E01;314;0;0,00;0,00;0,00;0,00;0,00;1.232,61;0,00;0;0,00;1.232,61
2940;2015;40;4100;28290;000;E01;314;0;0,00;0,00;0,00;0,00;0,00;1.232,61;0,00;0;0,00;1.232,61
2941;2015;40;4100;38190;###;E00;890;0;0,00;0,00;0,00;0,00;0,00;970,00;0,00;0;0,00;970,00
2942;2015;40;4100;38190;000;E00;890;0;0,00;0,00;0,00;0,00;0,00;970,00;0,00;0;0,00;970,00
2943;2015;40;4100;41201;###;;314;4500;0,00;516,00;5.016,00;0,00;5.016,00;5.016,00;5.016,00;0;0,00;5.016,00
2944;2015;40;4100;41201;000;;314;4500;0,00;516,00;5.016,00;0,00;5.016,00;5.016,00;5.016,00;0;0,00;5.016,00
2945;2015;40;4100;42201;###;;314;1237000;0,00;0,00;1.237.000,00;0,00;1.237.000,00;1.129.125,18;1.129.125,18;0;107.874,82;1.129.125,18
2946;2015;40;4100;42201;000;;314;1237000;0,00;0,00;1.237.000,00;0,00;1.237.000,00;1.129.125,18;1.129.125,18;0;107.874,82;1.129.125,18
2947;2015;40;4100;42701;###;;314;0;0,00;6.750,00;6.750,00;0,00;6.750,00;4.200,00;4.200,00;0;2.550,00;4.200,00
2948;2015;40;4100;42701;000;;314;0;0,00;6.750,00;6.750,00;0,00;6.750,00;0,00;0,00;0;6.750,00;0,00
2949;2015;40;4100;42701;106;;314;0;0,00;0,00;0,00;0,00;0,00;4.200,00;4.200,00;0;-4.200,00;4.200,00
2950;2015;40;4100;42801;###;;314;3621000;0,00;86.200,00;3.707.200,00;0,00;3.707.200,00;3.614.753,98;3.614.753,98;0;92.446,02;3.614.753,98
2951;2015;40;4100;42801;000;;314;3621000;0,00;86.200,00;3.707.200,00;0,00;3.707.200,00;3.614.753,98;3.614.753,98;0;92.446,02;3.614.753,98
2952;2015;40;4100;42821;###;;314;45000;0,00;0,00;45.000,00;0,00;45.000,00;37.390,04;37.390,04;0;7.609,96;37.390,04
2953;2015;40;4100;42821;000;;314;45000;0,00;0,00;45.000,00;0,00;45.000,00;37.390,04;37.390,04;0;7.609,96;37.390,04
2954;2015;40;4100;44100;###;;314;65200;0,00;-5.000,00;60.200,00;-6.750,00;53.450,00;38.798,98;38.798,98;0;14.651,02;38.547,45
2955;2015;40;4100;44100;000;;314;65200;0,00;-5.000,00;60.200,00;-6.750,00;53.450,00;38.798,98;38.798,98;0;14.651,02;38.547,45
2956;2015;40;4100;51101;###;A09;314;6600;0,00;0,00;6.600,00;0,00;6.600,00;5.706,78;5.766,78;0;833,22;5.706,78
2957;2015;40;4100;51101;000;A09;314;6600;0,00;0,00;6.600,00;0,00;6.600,00;0,00;60,00;0;6.540,00;0,00
2958;2015;40;4100;51101;100;A09;314;0;0,00;0,00;0,00;0,00;0,00;1.099,37;1.099,37;0;-1.099,37;1.099,37
2959;2015;40;4100;51101;102;A09;314;0;0,00;0,00;0,00;0,00;0,00;1.688,73;1.688,73;0;-1.688,73;1.688,73
2960;2015;40;4100;51101;103;A09;314;0;0,00;0,00;0,00;0,00;0,00;1.934,62;1.934,62;0;-1.934,62;1.934,62
2961;2015;40;4100;51101;104;A09;314;0;0,00;0,00;0,00;0,00;0,00;63,16;63,16;0;-63,16;63,16
2962;2015;40;4100;51101;106;A09;314;0;0,00;0,00;0,00;0,00;0,00;274,42;274,42;0;-274,42;274,42
2963;2015;40;4100;51101;110;A09;314;0;0,00;0,00;0,00;0,00;0,00;471,70;471,70;0;-471,70;471,70
2964;2015;40;4100;51101;130;A09;314;0;0,00;0,00;0,00;0,00;0,00;174,78;174,78;0;-174,78;174,78
2965;2015;40;4100;51131;###;A05;314;1000;0,00;0,00;1.000,00;0,00;1.000,00;720,19;720,19;0;279,81;720,19
2966;2015;40;4100;51131;000;A05;314;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
2967;2015;40;4100;51131;100;A05;314;0;0,00;0,00;0,00;0,00;0,00;91,66;91,66;0;-91,66;91,66
2968;2015;40;4100;51131;101;A05;314;0;0,00;0,00;0,00;0,00;0,00;221,59;221,59;0;-221,59;221,59
2969;2015;40;4100;51131;102;A05;314;0;0,00;0,00;0,00;0,00;0,00;76,88;76,88;0;-76,88;76,88
2970;2015;40;4100;51131;103;A05;314;0;0,00;0,00;0,00;0,00;0,00;94,95;94,95;0;-94,95;94,95
2971;2015;40;4100;51131;104;A05;314;0;0,00;0,00;0,00;0,00;0,00;49,73;49,73;0;-49,73;49,73
2972;2015;40;4100;51131;106;A05;314;0;0,00;0,00;0,00;0,00;0,00;97,21;97,21;0;-97,21;97,21
2973;2015;40;4100;51131;130;A05;314;0;0,00;0,00;0,00;0,00;0,00;88,17;88,17;0;-88,17;88,17
2974;2015;40;4100;51140;###;A05;314;7200;0,00;-1.025,65;6.174,35;0,00;6.174,35;6.119,16;6.119,16;0;55,19;6.119,16
2975;2015;40;4100;51140;000;A05;314;7200;0,00;-1.025,65;6.174,35;0,00;6.174,35;0,00;0,00;0;6.174,35;0,00
2976;2015;40;4100;51140;100;A05;314;0;0,00;0,00;0,00;0,00;0,00;119,06;119,06;0;-119,06;119,06
