Zähler;Haushaltsjahr;Bkz;Kapitel;Titel;Unterkonto;Kennbuchstabe;Funktion;Ansatz;ResteVorjahre;Zugang/Abgang;Fortgeschriebenes Soll;Verfügungsbeschränkung;Verfügbares Soll;Anordnungssoll;Festlegung;Gebildete Reste;Verfügbare Mittel;Ist
1936;2015;40;3911;63601;###;T;219;113000;0,00;0,00;113.000,00;0,00;113.000,00;89.730,02;89.730,02;0;23.269,98;86.186,48
1937;2015;40;3911;63601;000;T;219;113000;0,00;0,00;113.000,00;0,00;113.000,00;89.730,02;89.730,02;0;23.269,98;86.186,48
1938;2015;40;3911;63615;###;T;285;1000000;0,00;-100.000,00;900.000,00;0,00;900.000,00;692.896,31;692.896,31;0;207.103,69;678.223,33
1939;2015;40;3911;63615;000;T;285;1000000;0,00;-100.000,00;900.000,00;0,00;900.000,00;692.896,31;692.896,31;0;207.103,69;678.223,33
1940;2015;40;3911;63635;###;T;285;340000;0,00;73.900,00;413.900,00;0,00;413.900,00;346.615,08;346.615,08;0;67.284,92;319.917,03
1941;2015;40;3911;63635;000;T;285;340000;0,00;73.900,00;413.900,00;0,00;413.900,00;346.615,08;346.615,08;0;67.284,92;319.917,03
1942;2015;40;3911;63655;###;T;285;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
1943;2015;40;3911;63655;000;T;285;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
1944;2015;40;3911;63665;###;T;219;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
1945;2015;40;3911;63665;000;T;219;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
1946;2015;40;3911;67113;###;T;285;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
1947;2015;40;3911;67113;000;T;285;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
1948;2015;40;3911;67114;###;T;285;1000;0,00;0,00;1.000,00;0,00;1.000,00;129,40;129,40;0;870,60;129,40
1949;2015;40;3911;67114;000;T;285;1000;0,00;0,00;1.000,00;0,00;1.000,00;129,40;129,40;0;870,60;129,40
1950;2015;40;3911;67117;###;T;285;5000;0,00;0,00;5.000,00;0,00;5.000,00;2.121,30;2.121,30;0;2.878,70;2.121,30
1951;2015;40;3911;67117;000;T;285;5000;0,00;0,00;5.000,00;0,00;5.000,00;2.121,30;2.121,30;0;2.878,70;2.121,30
1952;2015;40;3911;67124;###;T;285;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
1953;2015;40;3911;67124;000;T;285;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
1954;2015;40;3911;67126;###;T;283;15313000;0,00;2.425.000,00;17.738.000,00;0,00;17.738.000,00;14.811.180,51;14.811.180,51;0;2.926.819,49;14.811.180,51
1955;2015;40;3911;67126;000;T;283;15313000;0,00;2.425.000,00;17.738.000,00;0,00;17.738.000,00;0,00;0,00;0;17.738.000,00;0,00
1956;2015;40;3911;67126;431;T;283;0;0,00;0,00;0,00;0,00;0,00;57.124,95;57.124,95;0;-57.124,95;57.124,95
1957;2015;40;3911;67126;432;T;283;0;0,00;0,00;0,00;0,00;0,00;219.992,21;219.992,21;0;-219.992,21;219.992,21
1958;2015;40;3911;67126;434;T;283;0;0,00;0,00;0,00;0,00;0,00;1.962,56;1.962,56;0;-1.962,56;1.962,56
1959;2015;40;3911;67126;440;T;283;0;0,00;0,00;0,00;0,00;0,00;1.482.678,68;1.482.678,68;0;-1.482.678,68;1.482.678,68
1960;2015;40;3911;67126;441;T;283;0;0,00;0,00;0,00;0,00;0,00;359.651,55;359.651,55;0;-359.651,55;359.651,55
1961;2015;40;3911;67126;442;T;283;0;0,00;0,00;0,00;0,00;0,00;3.677.633,55;3.677.633,55;0;-3.677.633,55;3.677.633,55
1962;2015;40;3911;67126;443;T;283;0;0,00;0,00;0,00;0,00;0,00;3.667.552,98;3.667.552,98;0;-3.667.552,98;3.667.552,98
1963;2015;40;3911;67126;445;T;283;0;0,00;0,00;0,00;0,00;0,00;69.254,79;69.254,79;0;-69.254,79;69.254,79
1964;2015;40;3911;67126;446;T;283;0;0,00;0,00;0,00;0,00;0,00;18.031,60;18.031,60;0;-18.031,60;18.031,60
1965;2015;40;3911;67126;450;T;283;0;0,00;0,00;0,00;0,00;0,00;1.077,31;1.077,31;0;-1.077,31;1.077,31
1966;2015;40;3911;67126;491;T;283;0;0,00;0,00;0,00;0,00;0,00;2.519.334,03;2.519.334,03;0;-2.519.334,03;2.519.334,03
1967;2015;40;3911;67126;492;T;283;0;0,00;0,00;0,00;0,00;0,00;2.718.591,04;2.718.591,04;0;-2.718.591,04;2.718.591,04
1968;2015;40;3911;67126;493;T;283;0;0,00;0,00;0,00;0,00;0,00;9.590,00;9.590,00;0;-9.590,00;9.590,00
1969;2015;40;3911;67126;496;T;283;0;0,00;0,00;0,00;0,00;0,00;495,87;495,87;0;-495,87;495,87
1970;2015;40;3911;67126;497;T;283;0;0,00;0,00;0,00;0,00;0,00;900,98;900,98;0;-900,98;900,98
1971;2015;40;3911;67126;498;T;283;0;0,00;0,00;0,00;0,00;0,00;7.308,41;7.308,41;0;-7.308,41;7.308,41
1972;2015;40;3911;67136;###;Z;227;14000;0,00;0,00;14.000,00;0,00;14.000,00;8.060,00;8.060,00;0;5.940,00;8.060,00
1973;2015;40;3911;67136;000;Z;227;14000;0,00;0,00;14.000,00;0,00;14.000,00;8.060,00;8.060,00;0;5.940,00;8.060,00
1974;2015;40;3911;67137;###;Z;281;60000;0,00;50.000,00;110.000,00;0,00;110.000,00;78.650,84;78.650,84;0;31.349,16;78.650,84
1975;2015;40;3911;67137;000;Z;281;60000;0,00;50.000,00;110.000,00;0,00;110.000,00;0,00;0,00;0;110.000,00;0,00
1976;2015;40;3911;67137;100;Z;281;0;0,00;0,00;0,00;0,00;0,00;11.162,57;11.162,57;0;-11.162,57;11.162,57
1977;2015;40;3911;67137;101;Z;281;0;0,00;0,00;0,00;0,00;0,00;52.269,36;52.269,36;0;-52.269,36;52.269,36
1978;2015;40;3911;67137;106;Z;281;0;0,00;0,00;0,00;0,00;0,00;15.218,91;15.218,91;0;-15.218,91;15.218,91
1979;2015;40;3911;67150;###;T;285;204000;0,00;0,00;204.000,00;0,00;204.000,00;144.729,44;144.729,44;0;59.270,56;144.729,44
1980;2015;40;3911;67150;000;T;285;204000;0,00;0,00;204.000,00;0,00;204.000,00;144.729,44;144.729,44;0;59.270,56;144.729,44
1981;2015;40;3911;68105;###;Z;282;17600000;0,00;5.000,00;17.605.000,00;0,00;17.605.000,00;16.619.150,63;16.619.150,63;0;985.849,37;16.616.744,32
1982;2015;40;3911;68105;000;Z;282;17600000;0,00;5.000,00;17.605.000,00;0,00;17.605.000,00;20,00;20,00;0;17.604.980,00;20,00
1983;2015;40;3911;68105;100;Z;282;0;0,00;0,00;0,00;0,00;0,00;6.312.149,95;6.312.149,95;0;-6.312.149,95;6.310.537,24
1984;2015;40;3911;68105;103;Z;282;0;0,00;0,00;0,00;0,00;0,00;1.092.827,15;1.092.827,15;0;-1.092.827,15;1.092.631,50
1985;2015;40;3911;68105;104;Z;282;0;0,00;0,00;0,00;0,00;0,00;3.061,80;3.061,80;0;-3.061,80;3.061,80
1986;2015;40;3911;68105;107;Z;282;0;0,00;0,00;0,00;0,00;0,00;561.131,89;561.131,89;0;-561.131,89;561.131,89
1987;2015;40;3911;68105;110;Z;282;0;0,00;0,00;0,00;0,00;0,00;8.124.736,39;8.124.736,39;0;-8.124.736,39;8.124.138,44
1988;2015;40;3911;68105;118;Z;282;0;0,00;0,00;0,00;0,00;0,00;525.223,45;525.223,45;0;-525.223,45;525.223,45
1989;2015;40;3911;68107;###;Z;281;3202000;0,00;1.098.000,00;4.300.000,00;0,00;4.300.000,00;3.620.309,77;3.620.309,77;0;679.690,23;3.619.789,54
1990;2015;40;3911;68107;000;Z;281;3202000;0,00;1.098.000,00;4.300.000,00;0,00;4.300.000,00;0,00;0,00;0;4.300.000,00;0,00
1991;2015;40;3911;68107;100;Z;281;0;0,00;0,00;0,00;0,00;0,00;1.444.355,57;1.444.355,57;0;-1.444.355,57;1.444.003,62
1992;2015;40;3911;68107;103;Z;281;0;0,00;0,00;0,00;0,00;0,00;234.278,31;234.278,31;0;-234.278,31;234.278,31
1993;2015;40;3911;68107;107;Z;281;0;0,00;0,00;0,00;0,00;0,00;34.444,80;34.444,80;0;-34.444,80;34.444,80
1994;2015;40;3911;68107;110;Z;281;0;0,00;0,00;0,00;0,00;0,00;1.812.323,93;1.812.323,93;0;-1.812.323,93;1.812.155,65
1995;2015;40;3911;68107;118;Z;281;0;0,00;0,00;0,00;0,00;0,00;94.907,16;94.907,16;0;-94.907,16;94.907,16
1996;2015;40;3911;68128;###;T;284;14916000;0,00;-1.362.000,00;13.554.000,00;0,00;13.554.000,00;12.262.742,86;12.262.742,86;0;1.291.257,14;12.262.742,86
1997;2015;40;3911;68128;000;T;284;14916000;0,00;-1.362.000,00;13.554.000,00;0,00;13.554.000,00;0,00;0,00;0;13.554.000,00;0,00
1998;2015;40;3911;68128;513;T;284;0;0,00;0,00;0,00;0,00;0,00;427,20;427,20;0;-427,20;427,20
1999;2015;40;3911;68128;514;T;284;0;0,00;0,00;0,00;0,00;0,00;17.341,84;17.341,84;0;-17.341,84;17.341,84
2000;2015;40;3911;68128;517;T;284;0;0,00;0,00;0,00;0,00;0,00;1.125,62;1.125,62;0;-1.125,62;1.125,62
2001;2015;40;3911;68128;518;T;284;0;0,00;0,00;0,00;0,00;0,00;2.288.387,57;2.288.387,57;0;-2.288.387,57;2.288.387,57
2002;2015;40;3911;68128;610;T;284;0;0,00;0,00;0,00;0,00;0,00;99.410,38;99.410,38;0;-99.410,38;99.410,38
2003;2015;40;3911;68128;613;T;284;0;0,00;0,00;0,00;0,00;0,00;1.250,74;1.250,74;0;-1.250,74;1.250,74
2004;2015;40;3911;68128;617;T;284;0;0,00;0,00;0,00;0,00;0,00;1.339,64;1.339,64;0;-1.339,64;1.339,64
2005;2015;40;3911;68128;618;T;284;0;0,00;0,00;0,00;0,00;0,00;4.220.996,63;4.220.996,63;0;-4.220.996,63;4.220.996,63
2006;2015;40;3911;68128;619;T;284;0;0,00;0,00;0,00;0,00;0,00;-81,33;-81,33;0;81,33;-81,33
2007;2015;40;3911;68128;621;T;284;0;0,00;0,00;0,00;0,00;0,00;329.671,07;329.671,07;0;-329.671,07;329.671,07
2008;2015;40;3911;68128;711;T;284;0;0,00;0,00;0,00;0,00;0,00;59.917,11;59.917,11;0;-59.917,11;59.917,11
2009;2015;40;3911;68128;713;T;284;0;0,00;0,00;0,00;0,00;0,00;310,00;310,00;0;-310,00;310,00
2010;2015;40;3911;68128;717;T;284;0;0,00;0,00;0,00;0,00;0,00;2.121,01;2.121,01;0;-2.121,01;2.121,01
2011;2015;40;3911;68128;718;T;284;0;0,00;0,00;0,00;0,00;0,00;1.285.258,72;1.285.258,72;0;-1.285.258,72;1.285.258,72
2012;2015;40;3911;68128;721;T;284;0;0,00;0,00;0,00;0,00;0,00;1.682.090,52;1.682.090,52;0;-1.682.090,52;1.682.090,52
2013;2015;40;3911;68128;811;T;284;0;0,00;0,00;0,00;0,00;0,00;924.432,11;924.432,11;0;-924.432,11;924.432,11
2014;2015;40;3911;68128;812;T;284;0;0,00;0,00;0,00;0,00;0,00;64.675,76;64.675,76;0;-64.675,76;64.675,76
2015;2015;40;3911;68128;814;T;284;0;0,00;0,00;0,00;0,00;0,00;37.168,77;37.168,77;0;-37.168,77;37.168,77
2016;2015;40;3911;68128;817;T;284;0;0,00;0,00;0,00;0,00;0,00;408,73;408,73;0;-408,73;408,73
2017;2015;40;3911;68128;818;T;284;0;0,00;0,00;0,00;0,00;0,00;764.556,31;764.556,31;0;-764.556,31;764.556,31
2018;2015;40;3911;68128;821;T;284;0;0,00;0,00;0,00;0,00;0,00;481.934,46;481.934,46;0;-481.934,46;481.934,46
2019;2015;40;3911;68129;###;Z;282;1000;0,00;-1.000,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2020;2015;40;3911;68129;000;Z;282;1000;0,00;-1.000,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2021;2015;40;3911;68131;###;Z;281;13000;0,00;3.000,00;16.000,00;0,00;16.000,00;15.901,13;15.901,13;0;98,87;15.901,13
2022;2015;40;3911;68131;000;Z;281;13000;0,00;3.000,00;16.000,00;0,00;16.000,00;0,00;0,00;0;16.000,00;0,00
2023;2015;40;3911;68131;600;Z;281;0;0,00;0,00;0,00;0,00;0,00;15.901,13;15.901,13;0;-15.901,13;15.901,13
2024;2015;40;3911;68135;###;Z;281;80000;0,00;170.000,00;250.000,00;0,00;250.000,00;201.332,29;201.332,29;0;48.667,71;201.332,29
2025;2015;40;3911;68135;000;Z;281;80000;0,00;170.000,00;250.000,00;0,00;250.000,00;0,00;0,00;0;250.000,00;0,00
2026;2015;40;3911;68135;100;Z;281;0;0,00;0,00;0,00;0,00;0,00;39.205,75;39.205,75;0;-39.205,75;39.205,75
2027;2015;40;3911;68135;106;Z;281;0;0,00;0,00;0,00;0,00;0,00;162.126,54;162.126,54;0;-162.126,54;162.126,54
2028;2015;40;3911;68136;###;Z;285;1000;0,00;0,00;1.000,00;0,00;1.000,00;850,71;850,71;0;149,29;850,71
2029;2015;40;3911;68136;000;Z;285;1000;0,00;0,00;1.000,00;0,00;1.000,00;850,71;850,71;0;149,29;850,71
2030;2015;40;3911;68139;###;Z;285;33000;0,00;0,00;33.000,00;0,00;33.000,00;26.390,98;26.390,98;0;6.609,02;26.390,98
2031;2015;40;3911;68139;000;Z;285;33000;0,00;0,00;33.000,00;0,00;33.000,00;26.390,98;26.390,98;0;6.609,02;26.390,98
2032;2015;40;3911;68141;###;Z;285;1000;0,00;-1.000,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2033;2015;40;3911;68141;000;Z;285;1000;0,00;-1.000,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2034;2015;40;3911;68146;###;Z;290;1100000;0,00;0,00;1.100.000,00;0,00;1.100.000,00;926.412,01;926.412,01;0;173.587,99;926.412,01
2035;2015;40;3911;68146;000;Z;290;1100000;0,00;0,00;1.100.000,00;0,00;1.100.000,00;926.412,01;926.412,01;0;173.587,99;926.412,01
2036;2015;40;3911;68147;###;Z;290;200000;0,00;-4.000,00;196.000,00;0,00;196.000,00;121.989,89;121.989,89;0;74.010,11;121.989,89
2037;2015;40;3911;68147;000;Z;290;200000;0,00;-4.000,00;196.000,00;0,00;196.000,00;121.989,89;121.989,89;0;74.010,11;121.989,89
2038;2015;40;3911;68149;###;Z;281;7000;0,00;4.000,00;11.000,00;0,00;11.000,00;8.827,59;8.827,59;0;2.172,41;8.827,59
2039;2015;40;3911;68149;000;Z;281;7000;0,00;4.000,00;11.000,00;0,00;11.000,00;0,00;0,00;0;11.000,00;0,00
2040;2015;40;3911;68149;100;Z;281;0;0,00;0,00;0,00;0,00;0,00;4.481,00;4.481,00;0;-4.481,00;4.481,00
2041;2015;40;3911;68149;106;Z;281;0;0,00;0,00;0,00;0,00;0,00;4.346,59;4.346,59;0;-4.346,59;4.346,59
2042;2015;40;3911;68151;###;T;285;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
2043;2015;40;3911;68151;000;T;285;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
2044;2015;40;3911;68159;###;Z;281;3000;0,00;0,00;3.000,00;0,00;3.000,00;1.802,68;1.802,68;0;1.197,32;1.802,68
2045;2015;40;3911;68159;000;Z;281;3000;0,00;0,00;3.000,00;0,00;3.000,00;0,00;0,00;0;3.000,00;0,00
2046;2015;40;3911;68159;106;Z;281;0;0,00;0,00;0,00;0,00;0,00;1.802,68;1.802,68;0;-1.802,68;1.802,68
2047;2015;40;3911;68162;###;T;285;1675000;0,00;536.000,00;2.211.000,00;0,00;2.211.000,00;1.615.348,56;1.615.348,56;0;595.651,44;1.615.348,56
2048;2015;40;3911;68162;000;T;285;1675000;0,00;536.000,00;2.211.000,00;0,00;2.211.000,00;0,00;0,00;0;2.211.000,00;0,00
2049;2015;40;3911;68162;136;T;285;0;0,00;0,00;0,00;0,00;0,00;35.424,28;35.424,28;0;-35.424,28;35.424,28
2050;2015;40;3911;68162;178;T;285;0;0,00;0,00;0,00;0,00;0,00;1.579.924,28;1.579.924,28;0;-1.579.924,28;1.579.924,28
2051;2015;40;3911;68164;###;Z;281;1000;0,00;0,00;1.000,00;0,00;1.000,00;159,20;159,20;0;840,80;159,20
2052;2015;40;3911;68164;000;Z;281;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
2053;2015;40;3911;68164;600;Z;281;0;0,00;0,00;0,00;0,00;0,00;159,20;159,20;0;-159,20;159,20
2054;2015;40;3911;68167;###;Z;290;290000;0,00;0,00;290.000,00;0,00;290.000,00;258.790,67;258.790,67;0;31.209,33;258.790,67
2055;2015;40;3911;68167;000;Z;290;290000;0,00;0,00;290.000,00;0,00;290.000,00;258.790,67;258.790,67;0;31.209,33;258.790,67
2056;2015;40;3911;68172;###;T;281;7400;0,00;1.000,00;8.400,00;0,00;8.400,00;7.489,36;7.489,36;0;910,64;7.489,36
2057;2015;40;3911;68172;000;T;281;7400;0,00;1.000,00;8.400,00;0,00;8.400,00;0,00;0,00;0;8.400,00;0,00
2058;2015;40;3911;68172;600;T;281;0;0,00;0,00;0,00;0,00;0,00;7.489,36;7.489,36;0;-7.489,36;7.489,36
2059;2015;40;3911;68178;###;T;281;1000;0,00;0,00;1.000,00;0,00;1.000,00;780,40;780,40;0;219,60;780,40
2060;2015;40;3911;68178;000;T;281;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
2061;2015;40;3911;68178;600;T;281;0;0,00;0,00;0,00;0,00;0,00;780,40;780,40;0;-780,40;780,40
2062;2015;40;3911;68183;###;T;281;2000;0,00;2.500,00;4.500,00;0,00;4.500,00;3.245,50;3.245,50;0;1.254,50;3.245,50
2063;2015;40;3911;68183;000;T;281;2000;0,00;2.500,00;4.500,00;0,00;4.500,00;0,00;0,00;0;4.500,00;0,00
2064;2015;40;3911;68183;600;T;281;0;0,00;0,00;0,00;0,00;0,00;3.245,50;3.245,50;0;-3.245,50;3.245,50
2065;2015;40;3911;68186;###;T;281;0;0,00;500,00;500,00;0,00;500,00;22,50;22,50;0;477,50;22,50
2066;2015;40;3911;68186;000;T;281;0;0,00;500,00;500,00;0,00;500,00;0,00;0,00;0;500,00;0,00
2067;2015;40;3911;68186;600;T;281;0;0,00;0,00;0,00;0,00;0,00;22,50;22,50;0;-22,50;22,50
2068;2015;40;3911;68187;###;Z;290;172000;0,00;0,00;172.000,00;0,00;172.000,00;151.133,23;151.133,23;0;20.866,77;151.133,23
2069;2015;40;3911;68187;000;Z;290;172000;0,00;0,00;172.000,00;0,00;172.000,00;151.133,23;151.133,23;0;20.866,77;151.133,23
2070;2015;40;3911;86322;###;Z;285;230000;0,00;0,00;230.000,00;0,00;230.000,00;173.432,34;173.432,34;0;56.567,66;173.432,34
2071;2015;40;3911;86322;000;Z;285;230000;0,00;0,00;230.000,00;0,00;230.000,00;0,00;0,00;0;230.000,00;0,00
2072;2015;40;3911;86322;100;Z;285;0;0,00;0,00;0,00;0,00;0,00;52.252,64;52.252,64;0;-52.252,64;52.252,64
2073;2015;40;3911;86322;101;Z;285;0;0,00;0,00;0,00;0,00;0,00;7.625,90;7.625,90;0;-7.625,90;7.625,90
2074;2015;40;3911;86322;106;Z;285;0;0,00;0,00;0,00;0,00;0,00;113.553,80;113.553,80;0;-113.553,80;113.553,80
2075;2015;40;3912;11201;###;E03;285;2400;0,00;800,00;3.200,00;0,00;0,00;659,31;0,00;0;0,00;181,41
2076;2015;40;3912;11201;000;E03;285;2400;0,00;800,00;3.200,00;0,00;0,00;659,31;0,00;0;0,00;181,41
2077;2015;40;3912;11936;###;E04;285;103000;0,00;0,00;103.000,00;0,00;0,00;208.374,79;0,00;0;0,00;138.514,85
2078;2015;40;3912;11936;000;E04;285;103000;0,00;0,00;103.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2079;2015;40;3912;11936;151;E04;285;0;0,00;0,00;0,00;0,00;0,00;7.266,31;0,00;0;0,00;5.261,36
2080;2015;40;3912;11936;152;E04;285;0;0,00;0,00;0,00;0,00;0,00;4.289,69;0,00;0;0,00;257,54
2081;2015;40;3912;11936;153;E04;285;0;0,00;0,00;0,00;0,00;0,00;171.228,63;0,00;0;0,00;107.420,35
2082;2015;40;3912;11936;154;E04;285;0;0,00;0,00;0,00;0,00;0,00;23.349,17;0,00;0;0,00;23.334,61
2083;2015;40;3912;11936;156;E04;285;0;0,00;0,00;0,00;0,00;0,00;2.240,99;0,00;0;0,00;2.240,99
2084;2015;40;3912;11940;###;E04;290;0;0,00;0,00;0,00;0,00;0,00;639,46;0,00;0;0,00;256,21
2085;2015;40;3912;11940;000;E04;290;0;0,00;0,00;0,00;0,00;0,00;639,46;0,00;0;0,00;256,21
2086;2015;40;3912;18212;###;E04;285;1500;0,00;0,00;1.500,00;0,00;0,00;308.755,90;0,00;0;0,00;447,64
2087;2015;40;3912;18212;000;E04;285;1500;0,00;0,00;1.500,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2088;2015;40;3912;18212;151;E04;285;0;0,00;0,00;0,00;0,00;0,00;1.475,89;0,00;0;0,00;7,64
2089;2015;40;3912;18212;152;E04;285;0;0,00;0,00;0,00;0,00;0,00;124.133,60;0,00;0;0,00;140,00
2090;2015;40;3912;18212;153;E04;285;0;0,00;0,00;0,00;0,00;0,00;40.754,36;0,00;0;0,00;300,00
2091;2015;40;3912;18212;154;E04;285;0;0,00;0,00;0,00;0,00;0,00;142.392,05;0,00;0;0,00;0,00
2092;2015;40;3912;23602;###;E04;285;1057000;0,00;0,00;1.057.000,00;0,00;0,00;1.267.986,61;0,00;0;0,00;789.475,61
2093;2015;40;3912;23602;000;E04;285;1057000;0,00;0,00;1.057.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2094;2015;40;3912;23602;151;E04;285;0;0,00;0,00;0,00;0,00;0,00;1.093.049,35;0,00;0;0,00;688.687,41
2095;2015;40;3912;23602;152;E04;285;0;0,00;0,00;0,00;0,00;0,00;17.606,61;0,00;0;0,00;11.698,36
2096;2015;40;3912;23602;153;E04;285;0;0,00;0,00;0,00;0,00;0,00;47.931,46;0,00;0;0,00;32.413,86
2097;2015;40;3912;23602;154;E04;285;0;0,00;0,00;0,00;0,00;0,00;109.399,19;0,00;0;0,00;56.675,98
2098;2015;40;3912;28112;###;E04;285;7500;0,00;0,00;7.500,00;0,00;0,00;42.943,60;0,00;0;0,00;6.473,46
2099;2015;40;3912;28112;000;E04;285;7500;0,00;0,00;7.500,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2100;2015;40;3912;28112;152;E04;285;0;0,00;0,00;0,00;0,00;0,00;13.769,05;0,00;0;0,00;400,00
2101;2015;40;3912;28112;153;E04;285;0;0,00;0,00;0,00;0,00;0,00;28.650,41;0,00;0;0,00;6.073,46
2102;2015;40;3912;28112;156;E04;285;0;0,00;0,00;0,00;0,00;0,00;524,14;0,00;0;0,00;0,00
2103;2015;40;3912;28113;###;E04;285;278000;0,00;0,00;278.000,00;0,00;0,00;519.564,35;0,00;0;0,00;210.525,73
2104;2015;40;3912;28113;000;E04;285;278000;0,00;0,00;278.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2105;2015;40;3912;28113;152;E04;285;0;0,00;0,00;0,00;0,00;0,00;11.182,67;0,00;0;0,00;1.890,00
2106;2015;40;3912;28113;153;E04;285;0;0,00;0,00;0,00;0,00;0,00;302.775,15;0,00;0;0,00;120.360,50
2107;2015;40;3912;28113;154;E04;285;0;0,00;0,00;0,00;0,00;0,00;205.291,53;0,00;0;0,00;88.275,23
2108;2015;40;3912;28113;156;E04;285;0;0,00;0,00;0,00;0,00;0,00;315,00;0,00;0;0,00;0,00
2109;2015;40;3912;28114;###;E04;285;50000;0,00;0,00;50.000,00;0,00;0,00;75.093,94;0,00;0;0,00;56.737,53
2110;2015;40;3912;28114;000;E04;285;50000;0,00;0,00;50.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2111;2015;40;3912;28114;153;E04;285;0;0,00;0,00;0,00;0,00;0,00;12.182,32;0,00;0;0,00;12.182,32
2112;2015;40;3912;28114;154;E04;285;0;0,00;0,00;0,00;0,00;0,00;62.911,62;0,00;0;0,00;44.555,21
2113;2015;40;3912;28120;###;E04;285;126000;0,00;0,00;126.000,00;0,00;0,00;259.053,68;0,00;0;0,00;133.942,72
2114;2015;40;3912;28120;000;E04;285;126000;0,00;0,00;126.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2115;2015;40;3912;28120;151;E04;285;0;0,00;0,00;0,00;0,00;0,00;215.354,28;0,00;0;0,00;109.680,97
2116;2015;40;3912;28120;152;E04;285;0;0,00;0,00;0,00;0,00;0,00;28.619,40;0,00;0;0,00;13.397,75
2117;2015;40;3912;28120;153;E04;285;0;0,00;0,00;0,00;0,00;0,00;920,00;0,00;0;0,00;920,00
2118;2015;40;3912;28120;154;E04;285;0;0,00;0,00;0,00;0,00;0,00;14.160,00;0,00;0;0,00;9.944,00
2119;2015;40;3912;28122;###;E04;285;100000;0,00;0,00;100.000,00;0,00;0,00;194.278,73;0,00;0;0,00;165.466,11
2120;2015;40;3912;28122;000;E04;285;100000;0,00;0,00;100.000,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2121;2015;40;3912;28122;151;E04;285;0;0,00;0,00;0,00;0,00;0,00;47.760,98;0,00;0;0,00;46.127,87
2122;2015;40;3912;28122;152;E04;285;0;0,00;0,00;0,00;0,00;0,00;10.548,17;0,00;0;0,00;9.970,27
2123;2015;40;3912;28122;153;E04;285;0;0,00;0,00;0,00;0,00;0,00;111.521,51;0,00;0;0,00;96.725,86
2124;2015;40;3912;28122;154;E04;285;0;0,00;0,00;0,00;0,00;0,00;24.448,07;0,00;0;0,00;12.642,11
2125;2015;40;3912;28125;###;E04;285;17400;0,00;0,00;17.400,00;0,00;0,00;1.696,28;0,00;0;0,00;1.596,28
2126;2015;40;3912;28125;000;E04;285;17400;0,00;0,00;17.400,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2127;2015;40;3912;28125;151;E04;285;0;0,00;0,00;0,00;0,00;0,00;1.696,28;0,00;0;0,00;1.596,28
2128;2015;40;3912;28135;###;E04;284;666000;0,00;0,00;666.000,00;0,00;0,00;825.400,05;0,00;0;0,00;536.895,24
2129;2015;40;3912;28135;000;E04;284;666000;0,00;0,00;666.000,00;0,00;0,00;825.400,05;0,00;0;0,00;536.895,24
2130;2015;40;3912;63625;###;T;285;1000000;0,00;-73.000,00;927.000,00;0,00;927.000,00;766.139,56;766.139,56;0;160.860,44;766.139,56
2131;2015;40;3912;63625;000;T;285;1000000;0,00;-73.000,00;927.000,00;0,00;927.000,00;766.139,56;766.139,56;0;160.860,44;766.139,56
2132;2015;40;3912;67113;###;T;285;1000;0,00;-1.000,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
2133;2015;40;3912;67113;000;T;285;1000;0,00;-1.000,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
