Zähler;Haushaltsjahr;Bkz;Kapitel;Titel;Unterkonto;Kennbuchstabe;Funktion;Ansatz;ResteVorjahre;Zugang/Abgang;Fortgeschriebenes Soll;Verfügungsbeschränkung;Verfügbares Soll;Anordnungssoll;Festlegung;Gebildete Reste;Verfügbare Mittel;Ist
204;2015;40;3306;42201;000;;012;718000;0,00;0,00;718.000,00;-85.000,00;633.000,00;523.958,65;523.958,65;0;109.041,35;523.958,65
205;2015;40;3306;42801;###;;012;3998000;0,00;0,00;3.998.000,00;0,00;3.998.000,00;3.086.393,06;3.086.393,06;0;911.606,94;3.086.393,06
206;2015;40;3306;42801;000;;012;3998000;0,00;0,00;3.998.000,00;0,00;3.998.000,00;3.086.393,06;3.086.393,06;0;911.606,94;3.086.393,06
207;2015;40;3306;42811;###;;012;90000;0,00;0,00;90.000,00;0,00;90.000,00;47.938,26;47.938,26;0;42.061,74;47.938,26
208;2015;40;3306;42811;000;;012;90000;0,00;0,00;90.000,00;0,00;90.000,00;47.938,26;47.938,26;0;42.061,74;47.938,26
209;2015;40;3306;44100;###;;012;26200;0,00;0,00;26.200,00;0,00;26.200,00;17.157,87;17.157,87;0;9.042,13;17.157,87
210;2015;40;3306;44100;000;;012;26200;0,00;0,00;26.200,00;0,00;26.200,00;17.157,87;17.157,87;0;9.042,13;17.157,87
211;2015;40;3306;51101;###;A09;012;585000;0,00;-18.124,20;566.875,80;0,00;566.875,80;434.587,29;449.377,67;0;117.498,13;433.965,64
212;2015;40;3306;51101;000;A09;012;585000;0,00;-522.000,00;63.000,00;0,00;63.000,00;48.586,86;58.155,28;0;4.844,72;48.586,86
213;2015;40;3306;51101;200;A09;012;0;0,00;82.475,80;82.475,80;0,00;82.475,80;78.307,38;80.994,16;0;1.481,64;78.307,38
214;2015;40;3306;51101;201;A09;012;0;0,00;5.000,00;5.000,00;0,00;5.000,00;1.016,02;1.016,02;0;3.983,98;1.016,02
215;2015;40;3306;51101;202;A09;012;0;0,00;74.100,00;74.100,00;0,00;74.100,00;32.308,30;32.308,30;0;41.791,70;32.308,30
216;2015;40;3306;51101;220;A09;012;0;0,00;8.000,00;8.000,00;0,00;8.000,00;6.261,78;6.307,86;0;1.692,14;6.261,78
217;2015;40;3306;51101;221;A09;012;0;0,00;18.000,00;18.000,00;0,00;18.000,00;14.670,52;16.163,70;0;1.836,30;14.670,52
218;2015;40;3306;51101;223;A09;012;0;0,00;158.300,00;158.300,00;0,00;158.300,00;128.892,90;128.892,90;0;29.407,10;128.892,90
219;2015;40;3306;51101;224;A09;012;0;0,00;7.800,00;7.800,00;0,00;7.800,00;4.461,77;4.461,77;0;3.338,23;4.461,77
220;2015;40;3306;51101;225;A09;012;0;0,00;132.000,00;132.000,00;0,00;132.000,00;107.968,30;107.968,30;0;24.031,70;107.346,65
221;2015;40;3306;51101;226;A09;012;0;0,00;8.200,00;8.200,00;0,00;8.200,00;8.199,20;8.199,20;0;0,80;8.199,20
222;2015;40;3306;51101;242;A09;012;0;0,00;10.000,00;10.000,00;0,00;10.000,00;3.914,26;4.910,18;0;5.089,82;3.914,26
223;2015;40;3306;51111;###;A09;012;121000;0,00;0,00;121.000,00;0,00;121.000,00;117.438,41;118.873,10;0;2.126,90;117.171,85
224;2015;40;3306;51111;000;A09;012;121000;0,00;-1.000,00;120.000,00;0,00;120.000,00;117.438,41;118.873,10;0;1.126,90;117.171,85
225;2015;40;3306;51111;242;A09;012;0;0,00;1.000,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
226;2015;40;3306;51136;###;A09;012;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;441,60;0;558,40;0,00
227;2015;40;3306;51136;000;A09;012;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;441,60;0;558,40;0,00
228;2015;40;3306;51140;###;A05;012;67800;0,00;13.609,20;81.409,20;0,00;81.409,20;56.324,21;78.890,85;0;2.518,35;56.152,22
229;2015;40;3306;51140;000;A05;012;67800;0,00;-1.000,00;66.800,00;0,00;66.800,00;26.341,89;29.463,81;0;37.336,19;26.341,89
230;2015;40;3306;51140;100;A05;012;0;0,00;0,00;0,00;0,00;0,00;29.776,77;30.045,17;0;-30.045,17;29.776,77
231;2015;40;3306;51140;101;A05;012;0;0,00;0,00;0,00;0,00;0,00;33,56;6.000,00;0;-6.000,00;33,56
232;2015;40;3306;51140;242;A05;012;0;0,00;1.000,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
233;2015;40;3306;51140;250;A05;012;0;0,00;2.600,00;2.600,00;0,00;2.600,00;0,00;2.507,56;0;92,44;0,00
234;2015;40;3306;51140;260;A05;012;0;0,00;2.335,00;2.335,00;0,00;2.335,00;0,00;2.331,92;0;3,08;0,00
235;2015;40;3306;51140;270;A05;012;0;0,00;8.674,20;8.674,20;0,00;8.674,20;171,99;8.542,39;0;131,81;0,00
236;2015;40;3306;51143;###;A05;012;576000;0,00;-47.051,40;528.948,60;-22.000,00;506.948,60;454.378,48;487.906,97;0;19.041,63;454.378,48
237;2015;40;3306;51143;000;A05;012;576000;0,00;-554.000,00;22.000,00;-22.000,00;0,00;0,00;0,00;0;0,00;0,00
238;2015;40;3306;51143;200;A05;012;0;0,00;1.000,00;1.000,00;0,00;1.000,00;170,83;170,83;0;829,17;170,83
239;2015;40;3306;51143;220;A05;012;0;0,00;334.340,00;334.340,00;0,00;334.340,00;331.009,51;332.639,13;0;1.700,87;331.009,51
240;2015;40;3306;51143;221;A05;012;0;0,00;15.150,00;15.150,00;0,00;15.150,00;5.292,04;5.292,04;0;9.857,96;5.292,04
241;2015;40;3306;51143;230;A05;012;0;0,00;23.510,00;23.510,00;0,00;23.510,00;7.902,33;17.644,77;0;5.865,23;7.902,33
242;2015;40;3306;51143;240;A05;012;0;0,00;120.000,00;120.000,00;0,00;120.000,00;110.003,77;119.272,73;0;727,27;110.003,77
243;2015;40;3306;51143;250;A05;012;0;0,00;3.100,00;3.100,00;0,00;3.100,00;0,00;3.041,04;0;58,96;0,00
244;2015;40;3306;51143;260;A05;012;0;0,00;9.848,60;9.848,60;0,00;9.848,60;0,00;9.846,43;0;2,17;0,00
245;2015;40;3306;51168;###;A05;012;51200;0,00;0,00;51.200,00;0,00;51.200,00;5.762,49;5.762,49;0;45.437,51;5.762,49
246;2015;40;3306;51168;000;A05;012;51200;0,00;-50.200,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
247;2015;40;3306;51168;270;A05;012;0;0,00;34.200,00;34.200,00;0,00;34.200,00;4.572,49;4.572,49;0;29.627,51;4.572,49
248;2015;40;3306;51168;271;A05;012;0;0,00;4.000,00;4.000,00;0,00;4.000,00;0,00;0,00;0;4.000,00;0,00
249;2015;40;3306;51168;280;A05;012;0;0,00;12.000,00;12.000,00;0,00;12.000,00;1.190,00;1.190,00;0;10.810,00;1.190,00
250;2015;40;3306;51403;###;A09;012;16000;0,00;0,00;16.000,00;0,00;16.000,00;12.654,71;12.654,71;0;3.345,29;12.654,71
251;2015;40;3306;51403;000;A09;012;16000;0,00;0,00;16.000,00;0,00;16.000,00;0,00;0,00;0;16.000,00;0,00
252;2015;40;3306;51403;102;A09;012;0;0,00;0,00;0,00;0,00;0,00;5.200,40;5.200,40;0;-5.200,40;5.200,40
253;2015;40;3306;51403;103;A09;012;0;0,00;0,00;0,00;0,00;0,00;7.454,31;7.454,31;0;-7.454,31;7.454,31
254;2015;40;3306;51408;###;A09;012;1000;0,00;0,00;1.000,00;0,00;1.000,00;102,72;102,72;0;897,28;102,72
255;2015;40;3306;51408;000;A09;012;1000;0,00;-1.000,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
256;2015;40;3306;51408;242;A09;012;0;0,00;1.000,00;1.000,00;0,00;1.000,00;102,72;102,72;0;897,28;102,72
257;2015;40;3306;51426;###;A09;012;3300;0,00;1.500,00;4.800,00;0,00;4.800,00;3.299,87;3.300,00;0;1.500,00;3.299,87
258;2015;40;3306;51426;000;A09;012;3300;0,00;1.500,00;4.800,00;0,00;4.800,00;3.299,87;3.300,00;0;1.500,00;3.299,87
259;2015;40;3306;51432;###;A09;012;1000;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
260;2015;40;3306;51432;000;A09;012;1000;0,00;-1.000,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
261;2015;40;3306;51432;242;A09;012;0;0,00;1.000,00;1.000,00;0,00;1.000,00;0,00;0,00;0;1.000,00;0,00
262;2015;40;3306;51701;###;A08;012;1875000;0,00;-118.900,00;1.756.100,00;0,00;1.756.100,00;1.370.126,27;1.370.952,77;0;385.147,23;1.339.528,83
263;2015;40;3306;51701;000;A08;012;1875000;0,00;-118.900,00;1.756.100,00;0,00;1.756.100,00;0,00;0,00;0;1.756.100,00;0,00
264;2015;40;3306;51701;103;A08;012;0;0,00;0,00;0,00;0,00;0,00;291.796,76;291.796,76;0;-291.796,76;271.599,76
265;2015;40;3306;51701;120;A08;012;0;0,00;0,00;0,00;0,00;0,00;11.879,70;12.409,37;0;-12.409,37;11.879,70
266;2015;40;3306;51701;121;A08;012;0;0,00;0,00;0,00;0,00;0,00;237.591,68;237.591,68;0;-237.591,68;234.725,15
267;2015;40;3306;51701;123;A08;012;0;0,00;0,00;0,00;0,00;0,00;61.747,46;61.747,46;0;-61.747,46;54.712,46
268;2015;40;3306;51701;125;A08;012;0;0,00;0,00;0,00;0,00;0,00;14.405,89;14.405,89;0;-14.405,89;14.405,89
269;2015;40;3306;51701;126;A08;012;0;0,00;0,00;0,00;0,00;0,00;12.144,80;12.144,80;0;-12.144,80;11.645,89
270;2015;40;3306;51701;127;A08;012;0;0,00;0,00;0,00;0,00;0,00;295.621,81;295.688,61;0;-295.688,61;295.621,81
271;2015;40;3306;51701;128;A08;012;0;0,00;0,00;0,00;0,00;0,00;33.276,65;33.276,65;0;-33.276,65;33.276,65
272;2015;40;3306;51701;129;A08;012;0;0,00;0,00;0,00;0,00;0,00;411.661,52;411.891,55;0;-411.891,55;411.661,52
273;2015;40;3306;51801;###;A08;012;1877000;0,00;-73.700,00;1.803.300,00;0,00;1.803.300,00;1.749.941,53;1.749.941,53;0;53.358,47;1.678.346,72
274;2015;40;3306;51801;000;A08;012;1877000;0,00;-73.700,00;1.803.300,00;0,00;1.803.300,00;1.749.941,53;1.749.941,53;0;53.358,47;1.678.346,72
275;2015;40;3306;51802;###;A09;012;4300;0,00;0,00;4.300,00;0,00;4.300,00;3.172,02;3.785,54;0;514,46;3.172,02
276;2015;40;3306;51802;000;A09;012;4300;0,00;0,00;4.300,00;0,00;4.300,00;3.172,02;3.785,54;0;514,46;3.172,02
277;2015;40;3306;51803;###;A09;012;70000;0,00;0,00;70.000,00;0,00;70.000,00;67.655,91;68.412,33;0;1.587,67;67.655,91
278;2015;40;3306;51803;000;A09;012;70000;0,00;0,00;70.000,00;0,00;70.000,00;67.655,91;68.412,33;0;1.587,67;67.655,91
279;2015;40;3306;51900;###;A02;012;527000;0,00;-162.600,00;364.400,00;0,00;364.400,00;179.160,22;314.694,53;0;49.705,47;179.160,22
280;2015;40;3306;51900;000;A02;012;527000;0,00;-527.000,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
281;2015;40;3306;51900;200;A02;012;0;0,00;214.800,00;214.800,00;0,00;214.800,00;115.670,90;198.639,20;0;16.160,80;115.670,90
282;2015;40;3306;51900;201;A02;012;0;0,00;84.600,00;84.600,00;0,00;84.600,00;28.659,24;81.225,25;0;3.374,75;28.659,24
283;2015;40;3306;51900;203;A02;012;0;0,00;65.000,00;65.000,00;0,00;65.000,00;34.830,08;34.830,08;0;30.169,92;34.830,08
284;2015;40;3306;51910;###;A02;012;40200;0,00;10.000,00;50.200,00;0,00;50.200,00;41.673,79;45.444,24;0;4.755,76;41.045,02
285;2015;40;3306;51910;000;A02;012;40200;0,00;10.000,00;50.200,00;0,00;50.200,00;41.673,79;45.444,24;0;4.755,76;41.045,02
286;2015;40;3306;51920;###;A02;012;110000;0,00;0,00;110.000,00;0,00;110.000,00;83.148,60;107.323,95;0;2.676,05;79.313,94
287;2015;40;3306;51920;000;A02;012;110000;0,00;0,00;110.000,00;0,00;110.000,00;83.148,60;107.323,95;0;2.676,05;79.313,94
288;2015;40;3306;52501;###;A09;012;33000;0,00;-5.000,00;28.000,00;0,00;28.000,00;14.840,37;21.967,87;0;6.032,13;14.840,37
289;2015;40;3306;52501;000;A09;012;33000;0,00;-33.000,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
290;2015;40;3306;52501;200;A09;012;0;0,00;8.480,00;8.480,00;0,00;8.480,00;2.182,62;5.026,72;0;3.453,28;2.182,62
291;2015;40;3306;52501;210;A09;012;0;0,00;7.520,00;7.520,00;0,00;7.520,00;3.626,60;7.459,40;0;60,60;3.626,60
292;2015;40;3306;52501;242;A09;012;0;0,00;12.000,00;12.000,00;0,00;12.000,00;9.031,15;9.481,75;0;2.518,25;9.031,15
293;2015;40;3306;52511;###;A09;012;113000;0,00;-52.760,00;60.240,00;0,00;60.240,00;21.420,00;30.703,60;0;29.536,40;21.420,00
294;2015;40;3306;52511;000;A09;012;113000;0,00;-52.760,00;60.240,00;0,00;60.240,00;21.420,00;30.703,60;0;29.536,40;21.420,00
295;2015;40;3306;52536;###;A09;012;37500;0,00;-3.000,00;34.500,00;0,00;34.500,00;523,60;1.713,60;0;32.786,40;523,60
296;2015;40;3306;52536;000;A09;012;37500;0,00;-3.000,00;34.500,00;0,00;34.500,00;523,60;1.713,60;0;32.786,40;523,60
297;2015;40;3306;52610;###;A09;012;119000;0,00;0,00;119.000,00;0,00;119.000,00;87.562,28;119.000,00;0;0,00;87.562,28
298;2015;40;3306;52610;000;A09;012;119000;0,00;0,00;119.000,00;0,00;119.000,00;87.562,28;119.000,00;0;0,00;87.562,28
299;2015;40;3306;53111;###;A09;012;1500;0,00;-717,47;782,53;0,00;782,53;455,12;455,12;0;327,41;455,12
300;2015;40;3306;53111;000;A09;012;1500;0,00;-1.480,67;19,33;0,00;19,33;0,00;0,00;0;19,33;0,00
301;2015;40;3306;53111;242;A09;012;0;0,00;763,20;763,20;0,00;763,20;455,12;455,12;0;308,08;455,12
302;2015;40;3306;54008;###;A09;012;1000;0,00;0,00;1.000,00;0,00;1.000,00;90,50;90,50;0;909,50;90,50
303;2015;40;3306;54008;000;A09;012;1000;0,00;0,00;1.000,00;0,00;1.000,00;90,50;90,50;0;909,50;90,50
304;2015;40;3306;54010;###;A09;012;661000;0,00;-330.000,00;331.000,00;0,00;331.000,00;133.073,35;273.041,03;0;57.958,97;133.073,35
305;2015;40;3306;54010;000;A09;012;661000;0,00;-658.900,00;2.100,00;0,00;2.100,00;840,89;2.040,89;0;59,11;840,89
306;2015;40;3306;54010;200;A09;012;0;0,00;28.900,00;28.900,00;0,00;28.900,00;0,00;0,00;0;28.900,00;0,00
307;2015;40;3306;54010;201;A09;012;0;0,00;61.300,00;61.300,00;0,00;61.300,00;42.980,16;58.092,00;0;3.208,00;42.980,16
308;2015;40;3306;54010;202;A09;012;0;0,00;58.700,00;58.700,00;0,00;58.700,00;10.419,84;55.451,04;0;3.248,96;10.419,84
309;2015;40;3306;54010;242;A09;012;0;0,00;180.000,00;180.000,00;0,00;180.000,00;78.832,46;157.457,10;0;22.542,90;78.832,46
310;2015;40;3306;54033;###;A09;012;7900;0,00;2.100,00;10.000,00;0,00;10.000,00;8.029,40;8.029,40;0;1.970,60;7.211,93
311;2015;40;3306;54033;000;A09;012;7900;0,00;2.100,00;10.000,00;0,00;10.000,00;8.029,40;8.029,40;0;1.970,60;7.211,93
312;2015;40;3306;54040;###;A10;012;1000;0,00;360.000,00;361.000,00;0,00;361.000,00;140.934,09;217.833,69;0;143.166,31;140.934,09
313;2015;40;3306;54040;000;A10;012;1000;0,00;360.000,00;361.000,00;0,00;361.000,00;140.934,09;217.833,69;0;143.166,31;140.934,09
314;2015;40;3306;54060;###;A09;012;834000;0,00;-48.000,00;786.000,00;0,00;786.000,00;496.949,83;577.339,29;0;208.660,71;489.538,88
315;2015;40;3306;54060;000;A09;012;834000;0,00;-834.000,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
316;2015;40;3306;54060;200;A09;012;0;0,00;15.400,00;15.400,00;0,00;15.400,00;13.609,95;13.609,95;0;1.790,05;12.023,75
317;2015;40;3306;54060;210;A09;012;0;0,00;8.600,00;8.600,00;0,00;8.600,00;6.522,34;6.522,34;0;2.077,66;6.522,34
318;2015;40;3306;54060;220;A09;012;0;0,00;757.000,00;757.000,00;0,00;757.000,00;476.763,28;557.007,00;0;199.993,00;470.938,53
319;2015;40;3306;54060;242;A09;012;0;0,00;5.000,00;5.000,00;0,00;5.000,00;54,26;200,00;0;4.800,00;54,26
320;2015;40;3306;54079;###;A09;012;1600;0,00;0,00;1.600,00;0,00;1.600,00;1.409,24;1.409,24;0;190,76;1.409,24
321;2015;40;3306;54079;000;A09;012;1600;0,00;0,00;1.600,00;0,00;1.600,00;1.409,24;1.409,24;0;190,76;1.409,24
322;2015;40;3306;54085;###;A09;012;444000;0,00;-293.000,00;151.000,00;0,00;151.000,00;90.954,88;91.346,39;0;59.653,61;90.954,88
323;2015;40;3306;54085;000;A09;012;444000;0,00;-293.000,00;151.000,00;0,00;151.000,00;90.954,88;91.346,39;0;59.653,61;90.954,88
324;2015;40;3306;63621;###;T;012;26300;0,00;13.284,20;39.584,20;0,00;39.584,20;39.584,20;39.584,20;0;0,00;39.584,20
325;2015;40;3306;63621;000;T;012;26300;0,00;13.284,20;39.584,20;0,00;39.584,20;39.584,20;39.584,20;0;0,00;39.584,20
326;2015;40;3306;71502;###;;012;569000;0,00;-460.000,00;109.000,00;-109.000,00;0,00;0,00;0,00;0;0,00;0,00
327;2015;40;3306;71502;000;;012;569000;0,00;-460.000,00;109.000,00;-109.000,00;0,00;0,00;0,00;0;0,00;0,00
328;2015;40;3306;71504;###;;012;250000;0,00;0,00;250.000,00;-250.000,00;0,00;0,00;0,00;0;0,00;0,00
329;2015;40;3306;71504;000;;012;250000;0,00;0,00;250.000,00;-250.000,00;0,00;0,00;0,00;0;0,00;0,00
330;2015;40;3306;81179;###;A05;012;30000;0,00;0,00;30.000,00;0,00;30.000,00;0,00;24.123,41;0;5.876,59;0,00
331;2015;40;3306;81179;000;A05;012;30000;0,00;0,00;30.000,00;0,00;30.000,00;0,00;24.123,41;0;5.876,59;0,00
332;2015;40;3306;81259;###;A05;012;164000;0,00;0,00;164.000,00;0,00;164.000,00;25.043,57;25.043,57;0;138.956,43;25.043,57
333;2015;40;3306;81259;000;A05;012;164000;0,00;0,00;164.000,00;0,00;164.000,00;25.043,57;25.043,57;0;138.956,43;25.043,57
334;2015;40;3306;81289;###;A05;012;414000;0,00;-100.000,00;314.000,00;0,00;314.000,00;732,40;248.732,40;0;65.267,60;732,40
335;2015;40;3306;81289;000;A05;012;414000;0,00;-414.000,00;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00
336;2015;40;3306;81289;200;A05;012;0;0,00;40.000,00;40.000,00;0,00;40.000,00;0,00;40.000,00;0;0,00;0,00
337;2015;40;3306;81289;220;A05;012;0;0,00;259.000,00;259.000,00;0,00;259.000,00;732,40;193.732,40;0;65.267,60;732,40
338;2015;40;3306;81289;260;A05;012;0;0,00;15.000,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0;0,00;0,00
339;2015;40;3306;98101;###;A10;890;9000;0,00;293.000,00;302.000,00;0,00;302.000,00;257.704,04;257.704,04;0;44.295,96;257.704,04
340;2015;40;3306;98101;000;A10;890;9000;0,00;0,00;9.000,00;0,00;9.000,00;8.111,04;8.111,04;0;888,96;8.111,04
341;2015;40;3306;98101;200;A10;890;0;0,00;293.000,00;293.000,00;0,00;293.000,00;249.593,00;249.593,00;0;43.407,00;249.593,00
342;2015;40;3309;11979;###;E03;610;0;0,00;0,00;0,00;0,00;0,00;176,40;0,00;0;0,00;0,00
343;2015;40;3309;11979;000;E03;610;0;0,00;0,00;0,00;0,00;0,00;176,40;0,00;0;0,00;0,00
344;2015;40;3309;11997;###;E01;610;0;0,00;0,00;0,00;0,00;0,00;200,00;0,00;0;0,00;200,00
345;2015;40;3309;11997;000;E01;610;0;0,00;0,00;0,00;0,00;0,00;200,00;0,00;0;0,00;200,00
346;2015;40;3309;12401;###;E01;610;5000;0,00;0,00;5.000,00;0,00;0,00;4.215,89;0,00;0;0,00;4.215,89
347;2015;40;3309;12401;000;E01;610;5000;0,00;0,00;5.000,00;0,00;0,00;4.215,89;0,00;0;0,00;4.215,89
348;2015;40;3309;28290;###;E01;610;0;0,00;0,00;0,00;0,00;0,00;136.335,00;0,00;0;0,00;136.335,00
349;2015;40;3309;28290;000;E01;610;0;0,00;0,00;0,00;0,00;0,00;136.335,00;0,00;0;0,00;136.335,00
350;2015;40;3309;34290;###;E01;610;0;0,00;0,00;0,00;0,00;0,00;2.938.000,00;0,00;0;0,00;2.938.000,00
351;2015;40;3309;34290;000;E01;610;0;0,00;0,00;0,00;0,00;0,00;2.938.000,00;0,00;0;0,00;2.938.000,00
352;2015;40;3309;42201;###;;610;172000;0,00;0,00;172.000,00;0,00;172.000,00;122.509,59;122.509,59;0;49.490,41;122.509,59
353;2015;40;3309;42201;000;;610;172000;0,00;0,00;172.000,00;0,00;172.000,00;122.509,59;122.509,59;0;49.490,41;122.509,59
354;2015;40;3309;42801;###;;610;160000;0,00;0,00;160.000,00;0,00;160.000,00;115.807,15;115.807,15;0;44.192,85;115.807,15
355;2015;40;3309;42801;000;;610;160000;0,00;0,00;160.000,00;0,00;160.000,00;115.807,15;115.807,15;0;44.192,85;115.807,15
356;2015;40;3309;44100;###;;610;11200;0,00;0,00;11.200,00;0,00;11.200,00;3.237,52;3.237,52;0;7.962,48;3.237,52
357;2015;40;3309;44100;000;;610;11200;0,00;0,00;11.200,00;0,00;11.200,00;3.237,52;3.237,52;0;7.962,48;3.237,52
358;2015;40;3309;51403;###;A09;610;4000;0,00;0,00;4.000,00;0,00;4.000,00;2.675,98;2.675,98;0;1.324,02;2.675,98
359;2015;40;3309;51403;000;A09;610;4000;0,00;0,00;4.000,00;0,00;4.000,00;2.675,98;2.675,98;0;1.324,02;2.675,98
360;2015;40;3309;51701;###;A08;610;42400;0,00;380.000,00;422.400,00;0,00;422.400,00;387.524,86;408.703,72;0;13.696,28;385.426,05
361;2015;40;3309;51701;000;A08;610;42400;0,00;380.000,00;422.400,00;0,00;422.400,00;367.474,49;388.653,35;0;33.746,65;367.282,49
362;2015;40;3309;51701;101;A08;610;0;0,00;0,00;0,00;0,00;0,00;20.050,37;20.050,37;0;-20.050,37;18.143,56
363;2015;40;3309;51910;###;A02;610;23400;0,00;0,00;23.400,00;0,00;23.400,00;4.410,87;18.545,80;0;4.854,20;4.410,87
364;2015;40;3309;51910;000;A02;610;23400;0,00;0,00;23.400,00;0,00;23.400,00;2.322,67;2.322,67;0;21.077,33;2.322,67
365;2015;40;3309;51910;101;A02;610;0;0,00;0,00;0,00;0,00;0,00;2.088,20;16.223,13;0;-16.223,13;2.088,20
366;2015;40;3309;52512;###;A09;610;3900;0,00;0,00;3.900,00;0,00;3.900,00;3.019,12;3.516,54;0;383,46;3.019,12
367;2015;40;3309;52512;000;A09;610;3900;0,00;0,00;3.900,00;0,00;3.900,00;3.019,12;3.516,54;0;383,46;3.019,12
368;2015;40;3309;53101;###;A09;610;8000;0,00;0,00;8.000,00;0,00;8.000,00;5.584,33;5.584,33;0;2.415,67;5.584,33
369;2015;40;3309;53101;000;A09;610;8000;0,00;0,00;8.000,00;0,00;8.000,00;5.584,33;5.584,33;0;2.415,67;5.584,33
370;2015;40;3309;54039;###;A05;610;10000;0,00;0,00;10.000,00;0,00;10.000,00;6.168,49;6.168,49;0;3.831,51;6.168,49
371;2015;40;3309;54039;000;A05;610;10000;0,00;0,00;10.000,00;0,00;10.000,00;989,20;989,20;0;9.010,80;989,20
372;2015;40;3309;54039;101;A05;610;0;0,00;0,00;0,00;0,00;0,00;5.179,29;5.179,29;0;-5.179,29;5.179,29
373;2015;40;3309;54053;###;A09;610;180000;0,00;0,00;180.000,00;0,00;180.000,00;163.212,58;172.725,58;0;7.274,42;159.345,58
374;2015;40;3309;54053;000;A09;610;180000;0,00;0,00;180.000,00;0,00;180.000,00;163.212,58;172.725,58;0;7.274,42;159.345,58
375;2015;40;3309;54079;###;A09;610;3400;0,00;0,00;3.400,00;0,00;3.400,00;2.349,79;2.349,79;0;1.050,21;2.349,79
376;2015;40;3309;54079;000;A09;610;3400;0,00;0,00;3.400,00;0,00;3.400,00;1.540,16;1.540,16;0;1.859,84;1.540,16
377;2015;40;3309;54079;102;A09;610;0;0,00;0,00;0,00;0,00;0,00;809,63;809,63;0;-809,63;809,63
378;2015;40;3309;54602;###;A09;610;80000;0,00;60.000,00;140.000,00;0,00;140.000,00;137.873,85;137.873,85;0;2.126,15;137.873,85
379;2015;40;3309;54602;000;A09;610;80000;0,00;60.000,00;140.000,00;0,00;140.000,00;137.873,85;137.873,85;0;2.126,15;137.873,85
380;2015;40;3309;54690;###;A10;610;0;27.089,52;132.835,00;159.924,52;0,00;159.924,52;119.710,18;125.269,61;0;34.654,91;119.589,18
381;2015;40;3309;54690;000;A10;610;0;27.089,52;82.550,65;109.640,17;0,00;109.640,17;87.004,45;87.004,45;0;22.635,72;86.883,45
382;2015;40;3309;54690;350;A10;610;0;0,00;471,37;471,37;0,00;471,37;461,37;461,37;0;10,00;461,37
383;2015;40;3309;54690;351;A10;610;0;0,00;5.000,00;5.000,00;0,00;5.000,00;5.000,00;5.000,00;0;0,00;5.000,00
384;2015;40;3309;54690;352;A10;610;0;0,00;2.500,00;2.500,00;0,00;2.500,00;0,00;0,00;0;2.500,00;0,00
385;2015;40;3309;54690;353;A10;610;0;0,00;5.000,00;5.000,00;0,00;5.000,00;4.940,57;5.000,00;0;0,00;4.940,57
386;2015;40;3309;54690;354;A10;610;0;0,00;5.640,35;5.640,35;0,00;5.640,35;4.640,35;5.640,35;0;0,00;4.640,35
387;2015;40;3309;54690;355;A10;610;0;0,00;6.644,00;6.644,00;0,00;6.644,00;2.144,00;6.644,00;0;0,00;2.144,00
388;2015;40;3309;54690;356;A10;610;0;0,00;2.500,00;2.500,00;0,00;2.500,00;1.850,00;1.850,00;0;650,00;1.850,00
389;2015;40;3309;54690;357;A10;610;0;0,00;8.000,00;8.000,00;0,00;8.000,00;6.140,81;6.140,81;0;1.859,19;6.140,81
390;2015;40;3309;54690;358;A10;610;0;0,00;12.528,63;12.528,63;0,00;12.528,63;7.528,63;7.528,63;0;5.000,00;7.528,63
391;2015;40;3309;54690;359;A10;610;0;0,00;2.000,00;2.000,00;0,00;2.000,00;0,00;0,00;0;2.000,00;0,00
392;2015;40;3309;68579;###;T;610;4400;0,00;0,00;4.400,00;0,00;4.400,00;3.515,00;3.515,00;0;885,00;3.515,00
393;2015;40;3309;68579;000;T;610;4400;0,00;0,00;4.400,00;0,00;4.400,00;3.515,00;3.515,00;0;885,00;3.515,00
394;2015;40;3309;91909;###;A10;850;0;0,00;2.938.000,00;2.938.000,00;0,00;2.938.000,00;0,00;0,00;0;2.938.000,00;0,00
395;2015;40;3309;91909;000;A10;850;0;0,00;2.938.000,00;2.938.000,00;0,00;2.938.000,00;0,00;0,00;0;2.938.000,00;0,00
396;2015;40;3309;98105;###;A10;890;0;0,00;896.731,99;896.731,99;0,00;896.731,99;789.288,76;890.019,25;0;6.712,74;789.288,76
397;2015;40;3309;98105;000;A10;890;0;0,00;896.731,99;896.731,99;0,00;896.731,99;789.288,76;890.019,25;0;6.712,74;789.288,76
